TR:UACC812:CellLine,TR:EGF:Stimuli,TR:FGF1:Stimuli,TR:HGF:Stimuli,TR:IGF1:Stimuli,TR:Insulin:Stimuli,TR:NRG1:Stimuli,TR:PBS:Stimuli,TR:Serum:Stimuli,TR:GSK690693:Inhibitors,TR:GSK690693_GSK1120212:Inhibitors,TR:PD173074:Inhibitors,DA:ALL,DV:14-3-3-beta,DV:14-3-3-epsilon,DV:14-3-3-zeta,DV:4EBP1,DV:4EBP1_pS65,DV:4EBP1_pT37_pT46,DV:53BP1,DV:ACC_pS79,DV:ACC1,DV:ACVRL1,DV:AKT,DV:AKT_pS473,DV:AKT_pT308,DV:alpha-catenin,DV:AMPK-alpha,DV:AMPK_pT172,DV:Annexin-I,DV:Annexin-VII,DV:AR,DV:B-Raf,DV:BAD_pS112,DV:BAK,DV:BAX,DV:BCL-2,DV:Bcl-xL,DV:Beclin,DV:beta-catenin,DV:BID,DV:BIM,DV:c-KIT,DV:c-Met_pY1235,DV:c-Myc,DV:c-Raf,DV:c-Raf_pS338,DV:Caspase-7_cleavedD198,DV:Caspase-9_cleavedD330,DV:Caveolin-1,DV:CD31,DV:CD49B,DV:CDK1,DV:CHK1,DV:CHK1_pS345,DV:CHK2,DV:CHK2_pT68,DV:cIAP,DV:Claudin-7,DV:Collagen-VI,DV:Cyclin-B1,DV:Cyclin-D1,DV:Cyclin-E1,DV:DJ-1,DV:Dvl3,DV:E-Cadherin,DV:eEF2,DV:eEF2K,DV:EGFR,DV:EGFR_pY1068,DV:EGFR_pY1173,DV:eIF4E,DV:eIF4G,DV:ER-alpha,DV:ER-alpha_pS118,DV:Fibronectin,DV:FoxM1,DV:FOXO3a,DV:Gab2,DV:GATA3,DV:GSK3-alpha-beta,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2,DV:HER2_pY1248,DV:HER3,DV:HER3_pY1298,DV:IGFBP2,DV:INPP4B,DV:IRS1,DV:JNK_pT183_pT185,DV:JNK2,DV:k-Ras,DV:Lck,DV:MAPK_pT202_Y204,DV:MEK1,DV:MEK1_pS217_S221,DV:MGMT,DV:MIG-6,DV:MSH2,DV:MSH6,DV:mTOR,DV:mTOR_pS2448,DV:MYH11,DV:N-Cadherin,DV:N-Ras,DV:NDRG1_pT346,DV:NF-kB-p65_pS536,DV:NF2,DV:Notch1,DV:Notch3,DV:p27,DV:p27_pT157,DV:p27_pT198,DV:p38_MAPK,DV:p38_pT180_Y182,DV:p53,DV:p70S6K,DV:p70S6K_pT389,DV:p90RSK_pT359_S363,DV:Paxillin,DV:PCNA,DV:PDCD4,DV:PDK1,DV:PDK1_pS241,DV:PEA15,DV:PEA15_pS116,DV:PI3K_p110-alpha,DV:PI3K_p85,DV:PKC-alpha,DV:PKC-alpha_pS657,DV:PKC-delta,DV:PKC-pan-betaII_pS660,DV:PR,DV:PRAS40_pT246,DV:PTEN,DV:Rab11,DV:Rad50,DV:Rad51,DV:Raptor,DV:Rb_pS807_S811,DV:RBM15,DV:Rictor,DV:Rictor_pT1135,DV:S6_pS235_S236,DV:S6_pS240_S244,DV:SCD1,DV:SF2,DV:Smad1,DV:Smad3,DV:Smad4,DV:Src,DV:Src_pY416,DV:Src_pY527,DV:STAT3_pY705,DV:STAT5-alpha,DV:Stathmin,DV:Syk,DV:TAZ,DV:TAZ_pS89,DV:TIGAR,DV:Transglutaminase_II,DV:TFRC,DV:TSC1,DV:TTF1,DV:Tuberin,DV:VEGFR2,DV:VHL,DV:XRCC1,DV:YAP,DV:YAP_pS127,DV:YB-1,DV:YB-1_PS102
1,0,0,0,0,0,0,0,0,1,0,0,0,0.472871575096,0.582830755985,10.6919668317,0.881619724871,2.6426263496,4.52998586815,2.38281981726,0.627985093728,6.14024648762,0.518302515086,14.9238316242,9.61752152836,6.89359530101,1.17385464252,1.91131426308,3.51991561868,0.345216079093,0.397111526455,1.26895357565,2.90386726838,0.659930475146,0.736898686251,2.3834137633,0.0816639078225,0.449618166412,0.245752977578,9.93712789305,1.07812380243,1.08153091999,0.539849817871,0.595244613577,0.927104013281,0.838257784156,0.853905089457,0.0731144417374,0.695340830007,0.0993011852266,0.624421028586,0.552003064881,1.5258752889,0.857636810522,0.741591412303,0.175279147366,0.564905898001,1.00261484099,0.694124565807,8.18574765247,5.36530634518,1.03925160645,1.2574022946,0.866695797558,0.830288310001,6.18230790888,1.64580953302,2.04225875053,0.257305713627,13.3249925643,1.48565805262,1.83562568286,6.23152862641,0.927682142562,1.17629629337,0.465119478423,0.7555696068,1.84595258022,3.09713207815,4.28660924576,2.03753120293,3.24627340699,1.87120123905,2.86814882281,12.1058310082,4.46576235004,1.8841256681,2.7230187234,1.14275479515,0.357366289041,0.329004847138,1.40729464558,0.58750316254,0.326302975392,0.609453069328,1.21433469671,1.54342250471,3.43034467781,1.34601586641,0.940857598268,3.47519628232,2.76390614963,0.925845632379,2.85809105946,0.390102140969,0.432603336622,0.931964838891,1.11880034641,1.77434691522,0.35189435661,1.88482841483,1.02335552739,0.506662932487,1.14815194884,15.5962272508,0.947889132296,0.244841114176,2.67670792911,1.40602423954,0.262705910489,3.50956534657,1.09119191613,9.5519589373,1.39541947677,3.03746346039,3.16407292631,5.11680054863,0.769148954135,1.47104913945,0.0724806680979,0.207503648949,0.689466449187,1.59534422678,5.83444125225,6.83371800222,2.3711985355,0.475239081014,4.72220516425,0.653863389102,1.45650360498,4.38161967177,3.35761860351,0.975653630147,1.18763239698,3.32252727791,3.99799298004,0.531132384514,1.10124723975,1.03738644846,1.73170282094,1.15350470368,2.07247307773,2.19521764837,4.5320917977,0.278722630889,0.773794676388,0.332149098877,0.863088373992,1.010981456,1.58239766038,0.762848052496,2.56257891479,2.56805925716,4.19651198434,0.358735193219,3.03600934104,3.43239484652,4.64057769067,0.362113194835,3.58628969609,3.17019691804,3.36346601151,0.564681850389
1,0,0,0,0,0,0,0,0,1,0,0,0,0.456417283664,0.565064303613,10.397264347,0.787236257741,2.65683999431,4.16458017996,2.03196933365,0.718149689022,7.88162370919,0.577019922863,17.1503904935,10.7841071959,7.27510979275,1.18866993479,2.31274930433,4.02464946599,0.319805620081,0.432487629982,1.37930616818,3.13073085457,0.709628870557,0.782105280752,2.27128089395,0.0756499423272,0.470015649849,0.230702375961,11.7667290776,1.16181976125,1.03580869089,0.592887752545,0.624928485403,0.811687856289,0.892845243379,0.898163458909,0.0650196926479,0.704060567468,0.0584248526328,0.597741423684,0.526072758572,1.5011832204,0.893090658716,0.737326936169,0.134280432418,0.567657827545,1.01504780675,0.714160608666,7.56458620874,5.40110711133,1.02761917168,1.24152233514,0.820404425455,0.869060540271,5.69478291392,2.16258961778,2.17297428625,0.274438960062,13.859886299,1.48240308133,1.63051296328,6.09592273022,0.999892195543,1.3124899938,0.46855161871,0.804002584357,1.65438216411,3.14689792743,4.68388423239,2.22427251542,3.74866570276,2.22100904376,3.11264346112,10.2171516937,4.79771479613,2.00447838983,2.39977130394,1.23906501409,0.339970475158,0.347272896074,1.64675302219,0.656845750871,0.368981040929,0.682935710357,1.21554049598,1.47660534642,2.96178477894,1.38429841726,1.03756851593,4.51241923482,3.74844842039,1.28352949472,3.45421632312,0.486920225238,0.450639255977,0.921186172991,1.13548695243,1.78923387161,0.329103544393,1.80178711398,0.994981277764,0.577014183737,1.05580653142,19.7674526852,0.978403225325,0.25613686615,3.08299925184,1.54664053291,0.297241709808,3.25191792747,1.16538799068,9.68187477867,1.39561718477,2.88556629297,2.83456026497,7.6207969334,0.724379839042,1.35827696393,0.0738029412287,0.190787742034,0.67422674327,1.80945235693,6.95607648051,6.97272790413,2.47172352766,0.49064044692,4.55385124478,0.718121165386,1.70907861527,4.7842500967,3.8349628326,1.0199477132,1.45881805717,5.19335244029,5.93233113759,0.432829997874,0.955038828148,1.13280015104,1.68364423347,1.27433896559,2.36798172905,2.55017063901,5.05491974945,0.292411086456,0.928563898172,0.318745076197,0.97624330443,1.08502889252,1.81551868549,0.77327503576,2.92172792495,3.07233321758,4.53910861473,0.389206128044,3.83456173368,3.94306143245,6.15121664435,0.374674140943,2.61900079333,3.10870100022,3.80957810042,0.52546070585
1,0,0,0,0,0,0,0,0,0,0,0,0,0.445754996596,0.578946811772,11.8650365544,0.848259626478,2.99580446839,4.63925389443,2.34736890173,0.568409668741,5.68107194265,0.530164746819,11.795369478,3.01156072173,1.6604247428,1.27221874603,1.8456604901,3.18411186351,0.365781929741,0.432715382681,1.2702138967,2.5193093201,0.793153388242,0.743709160777,2.37654232248,0.0715911530502,0.496356594118,0.253187527867,11.4103733406,1.10909169582,1.05845227798,0.544214831424,0.612929354048,0.867268606608,0.827236347555,0.837481548477,0.0620438628063,0.687668938844,0.0788185773729,0.582306972986,0.554130741145,1.51824596467,0.832855940189,0.761729852048,0.165759388426,0.550554521795,0.999062655034,0.674604785044,9.19478320771,5.12724954832,1.07282792243,1.21046198897,0.874566334939,0.835116192425,6.38668276822,1.94932033077,2.04045573566,0.26223872985,15.7507992906,1.56675419891,1.60114458881,6.10903422449,0.885694339558,1.179279525,0.47937290418,0.803443766154,1.79289446741,3.06014973976,4.3951323546,1.91703883926,4.22412014272,2.33698161962,3.10973466809,12.7306963146,4.68822693481,1.95902908619,2.72742391169,1.17770347265,0.358948210022,0.360288967731,1.43401844454,0.627065240947,0.398385606171,0.674956820107,1.24937524189,1.50176517625,3.13141443344,1.27620540322,0.871679577758,3.6801841864,2.69985481455,1.06311468344,3.90459389842,0.432289436034,0.449332639741,1.10849516527,1.36618194097,1.89752690322,0.34650867993,1.90047455897,1.03106735341,0.544363137712,1.19851383746,18.5444403802,1.0725775816,0.254031080337,2.77545070173,2.04313126444,0.295782009235,3.22631267064,1.18555075263,13.1209334681,1.40027126627,2.6842127181,3.13020059068,7.4350057784,0.725203917477,1.44548074663,0.0766826474044,0.1827673341,0.669931684751,1.60452884918,6.1692029667,8.06693669795,2.2905526557,0.453769378129,4.5184645844,0.701149430633,1.41774361191,4.4813697188,3.50408099676,0.911719440626,1.51122721188,4.39918801306,5.71063483072,0.51378497225,1.09705078412,1.05925015027,1.81741100952,1.18349116293,1.58256768525,2.29968180166,4.17662959878,0.304157894827,0.778764746367,0.330563715999,0.849796680144,1.12789176994,1.66622896719,0.794594894288,2.86404040263,2.80327412024,3.81063536112,0.383691548577,3.02171385415,3.17994361861,4.54595052248,0.380295180461,3.1248202816,3.03514265722,3.92774573853,0.619727964768
1,0,0,0,0,0,0,0,0,0,0,0,0,0.408997138632,0.564227720279,10.3696592733,0.870784103572,2.88261454645,4.00494065997,2.10053819796,0.52929801698,6.50735523034,0.521590224967,11.9030817202,3.05008204136,1.50254537786,1.29015180583,1.91606093925,3.63523092675,0.353814096599,0.452879127888,1.26557038402,2.67684149032,0.818703109003,0.772855767554,2.47945928157,0.0701985063744,0.509901491831,0.242053927187,10.3796669848,1.1284194692,1.11175936823,0.551834970864,0.625699431281,0.900220016128,0.832527769196,0.840017458365,0.0629950620494,0.689257978408,0.0590065622563,0.552406743943,0.551069414812,1.60113478432,0.924226094674,0.808334534734,0.165081164805,0.571332410509,0.996468562663,0.69473451533,8.13077589365,5.13069864606,1.10486072982,1.23126124963,0.918932969483,0.8595309073,5.86913651776,2.07729533275,2.03082192898,0.248486452633,12.1413810169,1.56919815492,1.6547402606,5.52878537939,0.897407633717,1.16876458278,0.464071090011,0.822344674099,1.82023094964,3.28637111859,4.57246572737,1.99517717883,3.87968612215,2.26546665768,3.13569129456,11.20141452,4.505956578,1.99463350039,2.50527988486,1.15253583172,0.361534479181,0.369343351514,1.53310055971,0.604568237038,0.390773268607,0.668585041011,1.20299846983,1.34278941731,3.13075503332,1.3640138315,0.923582576914,3.88303100481,2.77132263462,1.1107461316,3.73398534314,0.458519502571,0.450407132711,1.15393116067,1.32027263952,1.77313989501,0.341845724416,1.83218751645,1.03145976878,0.527261943806,1.15805001318,15.7673184292,1.0463393258,0.252176575305,2.615777453,2.15380541553,0.288683149526,3.12447247205,1.23946984568,12.6461363892,1.29379667205,2.61046195414,3.11323601928,6.78469443617,0.765345938161,1.36484911759,0.0770576501615,0.192755418641,0.662618763255,1.60610524846,5.63178440849,7.69291315921,2.22996181945,0.490916243917,4.54607573416,0.699992364695,1.42146446424,4.26406839425,3.09329012021,0.929072621716,1.58766274208,4.94845935627,5.15330589616,0.443442171781,1.03516969836,1.08495157556,1.85047359816,1.15328821168,1.65752798458,2.07764451224,3.7309674401,0.284952586036,0.803472562958,0.333974354507,0.905244935321,1.16976420911,1.66996335581,0.801315052887,2.84624153227,3.06533932827,3.78093846563,0.402370002578,2.90449335177,3.21440209895,4.11662800292,0.384758665317,3.08109622616,2.83007224996,4.11873443778,0.618911748115
1,0,0,0,0,0,0,0,0,1,0,0,0,0.470288357925,0.614422516157,8.89188991131,0.837125297048,2.68782226298,3.91456117681,2.30623600684,0.588312109803,5.93705338138,0.537461568224,10.4707264613,10.867497442,6.69733049776,1.25771610076,1.94428240657,3.86251690101,0.359597859659,0.410973954643,1.354283757,2.77320119989,0.78158288223,0.868459343367,2.36785920865,0.0848780442342,0.518857997772,0.253471691445,8.93015118899,1.13369680899,1.07228110631,0.592487150428,0.637408948505,0.894063957493,0.851368586318,0.895738874367,0.0686273127266,0.651310776216,0.101938323179,0.668830812993,0.566896251086,1.60164536844,0.899915378687,0.800564265206,0.174670277811,0.595492510733,1.01107294391,0.689232290941,10.2217803011,5.5616824203,1.04579072722,1.28580907861,0.935294232978,0.853242140877,5.27056133738,1.7619363242,2.05439402735,0.257898978392,12.5164919194,1.58028775896,1.58062704791,5.60252309099,0.927511060362,1.31020990343,0.488679936135,0.811987243645,1.82793195926,2.86985918058,4.12706147586,1.96355858901,3.15648213462,1.90107354562,2.7712859746,10.8484590671,4.41762642651,2.12671340562,2.53917850077,1.15595075149,0.380997452307,0.363633455306,1.49490255245,0.636566437466,0.420482152364,0.680770367835,1.26421213386,1.13072998608,2.98318594044,1.26232562837,0.915774668964,3.48616874821,2.76090966205,1.07599925474,2.97502061277,0.462566519273,0.456114551175,1.06093839094,1.26100784966,1.58791959598,0.369971870334,1.82076930164,1.06069178579,0.549517288493,1.14867798991,14.7608473941,1.02670456792,0.278556126226,2.34160642264,1.77714668286,0.295976152806,3.35708968231,1.21168380435,8.5164519476,1.40340505735,2.58275033908,2.93456924285,4.71098141637,0.822688574744,1.49265898468,0.0815763631764,0.217600019227,0.712507389958,1.63181480434,5.64793786765,5.46823832202,2.23861425756,0.500847460903,4.17318783319,0.7433991117,1.43763899137,4.25861221839,2.8568114856,1.02840606431,1.38539445905,3.92423358381,4.2237705466,0.527164762669,1.15778670467,1.08500314953,1.76102761735,1.17288723758,1.75996488709,2.27214527202,3.57924157623,0.306427268569,0.807645138705,0.333593116375,0.965672441076,1.08633011914,1.58208876366,0.847570296563,2.60289732301,2.38766727407,3.35180313708,0.395410901262,2.84674343821,2.89722791103,3.73173929757,0.395227070102,3.52717872471,2.83675613486,3.31641090684,0.570634447114
1,0,0,0,0,0,0,0,0,1,0,0,0,0.454642844743,0.630643294798,7.68178879178,0.760440037234,2.50896218247,3.73280181762,2.11396780606,0.751885808421,9.20499791845,0.574259347778,11.2426593468,11.1435407282,7.53008612419,1.1427928438,2.14539781963,4.86409559198,0.332023429349,0.398705030722,1.49232957244,3.1669337814,0.734697027169,0.916970909086,2.13770062063,0.0881959093823,0.48575051938,0.254575711811,9.69723537701,1.12709524295,1.04577710562,0.617568994645,0.654125986577,1.0783059865,1.01876783759,0.978427404355,0.0652714828158,0.630387442854,0.0559294255494,0.60470710793,0.529315712105,1.71395950017,0.899987395745,0.808207642574,0.173252541891,0.614748455188,1.05875443122,0.789458441119,9.6758306953,5.76394477562,1.03683307355,1.20278066262,0.864327869628,0.911292567628,5.0215398204,2.0186230307,2.08158837994,0.247000670547,13.4704350485,1.67580208214,1.54718084634,5.65296111189,1.12218271187,1.47701730827,0.464690426873,0.768769985882,1.76522567148,2.96324545223,4.48172510335,2.42891919925,3.77997388442,2.19516457035,2.6565329343,10.8757090141,5.04089750313,2.30378935159,2.49279899763,1.2508830919,0.380907896325,0.38106022735,1.71975925424,0.666150967348,0.393944393338,0.632770531067,1.2179054985,1.27430825021,2.8537676188,1.26086165926,0.992413734818,4.39215894313,3.90687221146,1.33124759128,2.71197277822,0.465425062218,0.441904859243,0.873495848592,1.26231730321,1.64040731778,0.34235014539,1.80253303016,0.949957938433,0.595175346685,1.06230258126,15.4772472832,0.970482018526,0.262544104463,2.37606622239,1.5748856774,0.279545901991,3.13913755102,1.17083851508,8.29828765663,1.4453981425,2.79318705341,2.94411925249,3.98481834282,0.814870251633,1.63867578761,0.0827037123337,0.215818737465,0.706103167806,1.89451390019,7.16669228136,5.56445240364,2.53563659526,0.511373095872,3.92820473814,0.752059430453,1.89424825312,4.91472543134,3.43763872641,1.2371097474,1.53968331451,4.18777296447,4.52343143245,0.528120381491,1.0680088803,1.13470620722,1.87397505154,1.31821784726,2.65002057544,2.55626141454,4.92913913968,0.296336275886,0.896711935212,0.325022057951,1.07668027684,0.939021616446,1.44176785999,0.793553799341,2.47672791062,2.77440770154,3.83272244408,0.402278039511,3.60332337785,3.39216662922,5.4184293919,0.367364454983,3.36883486619,2.79402784329,2.89729390893,0.543760291925
1,0,0,0,0,0,0,0,0,0,0,0,0,0.418221036588,0.559170771497,10.0044994623,0.784340158665,2.94197486144,4.21923032028,2.36620637422,0.527303224152,6.83415661633,0.522222028707,12.258228129,3.1653989913,1.77930652941,1.12576423501,2.1874995324,4.35772245644,0.329028154924,0.395420173932,1.26891578521,3.19121481622,0.809211170539,0.875828014602,2.48688497386,0.0657940844306,0.470715590264,0.225112587759,10.8131766391,1.05772681097,1.03467995691,0.55194639859,0.61086398952,2.20001309737,0.798612109932,0.901636135464,0.0734434158176,0.628244932229,0.0663519839229,0.498291459429,0.479917781026,1.74276282309,0.877670281171,0.768431527358,0.144377964315,0.573623287978,0.997644893514,0.695475566216,13.5052283915,6.84094022235,0.929933279044,1.17138696915,0.89258065691,0.838190964768,5.76832008429,1.90955998769,2.02619416998,0.225291487024,17.3276315266,1.63191105278,1.62742431983,6.16615506039,0.911478256274,1.21616570694,0.487004347291,0.714296442039,1.76924763815,3.20599197403,4.92819466812,2.21553559939,4.52859844294,2.35546155468,2.96695512412,11.6149832539,4.77765532714,2.00784103774,2.63058556561,1.20173069446,0.343751485558,0.362438871784,1.39199874224,0.586919610036,0.370745801633,0.652894467384,1.19615499067,1.38874819276,3.3717417266,1.25454499368,0.937644093438,4.1504262314,3.06176665188,1.13048296188,3.47654401234,0.46089851003,0.440211669216,1.16719980131,1.35634910871,1.644791315,0.323882158954,1.81469999297,0.963701112615,0.579276160362,1.25139650095,19.5198128324,0.971739632585,0.248668031093,2.51964412832,2.57354779694,0.275372285901,3.60252431198,1.16758147685,11.5049318083,1.36020579561,2.9078509539,2.75807251314,5.19400364325,0.729059397932,1.55249310498,0.0728656418839,0.206947652667,0.68114289493,1.63042002112,7.26505867058,7.31382254243,2.39947516011,0.452021446277,4.32677117542,0.657256593762,1.48419765359,5.0935014064,3.38213741718,0.961961758265,1.60780988029,5.6140878124,6.67325502995,0.481525862947,0.998782730357,1.03260975518,1.71963112922,1.26568639348,2.21297084212,2.46137869368,4.63243342159,0.286055412343,0.767624340759,0.308080853519,0.932968603927,1.05237977751,1.52654852361,0.772096267222,2.64031922375,2.44566761262,3.828806479,0.384370456945,3.15189099363,3.41839053426,4.84292325248,0.353028130508,3.82032300799,3.15578131539,3.86734029238,0.576709325814
1,0,0,0,0,0,0,0,0,0,0,0,0,0.403720220258,0.630434038253,8.76883944265,0.819417382126,3.15784663728,4.12158118164,2.32105773314,0.588010589534,7.01677456528,0.512031396671,12.5067102723,3.31041802226,2.10275260336,1.23208199583,2.3537509345,4.65194850829,0.254584553962,0.394115171812,1.23676134628,3.27099200898,0.837326686336,0.979051600947,2.87526223169,0.0640424831006,0.485849838297,0.31422802032,10.6571411626,1.24986068859,1.11148910364,0.513489941366,0.582429757597,2.78899586207,0.811929852632,0.949985096321,0.0690865644554,0.556653086143,0.0513368328481,0.481372530301,0.511604678567,1.77525444775,0.895106571754,0.742574945506,0.149931793506,0.580934179873,0.918628509271,0.674952200745,11.8748832025,6.49947049402,0.911536632971,1.1990916233,0.816783235539,0.780815366727,5.98912179249,1.87265988268,2.20155255088,0.221236264383,16.5400229431,1.69308029467,1.65771994,6.90330078325,0.97167003488,1.25551189639,0.434865776399,0.76594697804,1.76232837106,3.63281035446,5.40461474152,2.49455806091,4.69322369869,2.3574881148,2.95851414225,13.525684819,5.14348195969,2.12601324111,2.95213178635,1.24828908046,0.351059308481,0.352701225301,1.42464688026,0.546129200765,0.36012375985,0.569892922348,1.18307238394,1.21050225636,3.71294764779,1.31172438592,1.01039868073,4.04745589218,3.09374749889,1.10680743356,3.91458327135,0.413136190487,0.430615710594,1.14768824983,1.47313125687,1.58148294473,0.30340641879,2.05655596451,0.970462338354,0.484440307667,1.15459153815,15.3823790127,1.01294034343,0.265058281915,2.89756459466,2.42456018827,0.261621212768,3.83799437472,1.28542727171,12.2592719817,1.37360796817,3.03704028772,2.98559046078,5.84090596103,0.716542391367,1.63428364173,0.0695765411607,0.180045363143,0.670180025194,1.73496373601,6.7883686013,6.88860988218,2.48090065341,0.404158247512,4.92263658622,0.629734798906,1.37978959252,4.96933557455,3.74916133255,0.962030782643,1.68131981824,5.57973378674,5.35632901068,0.429520159432,0.927963252241,1.00207082053,1.80493565157,1.34183337149,2.13623089869,2.51720933263,4.62621584528,0.283211823498,0.744292720456,0.296144105263,1.00456297591,0.918748419154,1.59668825107,0.720782561585,2.73049688442,2.29305214426,4.74212453598,0.351538964087,3.20318830025,3.69928753678,4.53623094505,0.326394073651,3.62599155025,3.42712152337,4.11416540948,0.573999108643
1,0,0,0,0,0,0,0,0,1,0,0,0,0.446261094868,0.562498653485,7.37932229328,0.780725384413,2.16655983547,3.83821835195,1.96839390841,0.759852332114,8.24507897156,0.595202086338,14.9250266473,10.9496789509,7.08451107173,1.13229105728,2.25661492844,3.46506215474,0.341632782423,0.406455980397,1.42973983204,3.23746197505,0.697686780032,0.774686342629,2.06512427618,0.0773164498795,0.449321102612,0.23757776103,8.71279489214,1.17540764566,0.958021210266,0.574671875751,0.620719498422,1.34847288941,1.10705480344,1.10012427663,0.0676643006309,0.646289998731,0.0779075571205,0.647870519283,0.577810100493,1.4891120952,0.874456118764,0.777005710951,0.156448357886,0.572673214555,1.05963682716,0.900363869223,6.62781581802,5.27228900549,1.08393971383,1.37503767655,0.800446219674,0.868425954425,4.69780559776,1.85817978386,2.0685704286,0.276518258914,11.1541064215,1.49898354254,1.58704817358,4.91219352779,1.14372921355,1.34512499876,0.476544742078,0.764100010733,1.61687196044,2.75641366909,3.89170271982,2.40230973066,3.56848318927,2.28801659079,2.65561961003,8.71748141224,4.40287072077,2.04595564304,2.25504203779,1.23311903163,0.378651327764,0.371244541713,1.5958284491,0.599737615504,0.378055026983,0.684361475997,1.12550919871,1.61053525835,2.77008537531,1.47958991212,1.29277699581,4.39596553798,4.31864749006,1.54992601157,2.68559691951,0.485484123833,0.452441589479,0.948078668636,1.32442350182,1.88015114913,0.362853755715,1.64152347052,0.953439714468,0.543693061093,1.19309542744,11.3358297616,0.907470550067,0.269298120102,2.8896449858,1.67286238941,0.323434605285,3.01330562769,1.12216680928,6.17298264579,1.52076554774,2.9791273153,2.66550143253,4.02299670468,0.786528366065,1.48969860897,0.0772052643205,0.225473839973,0.789791674226,2.07346356372,7.17808268943,4.85791499147,2.59068662012,0.507609314796,4.47806211277,0.709137023688,2.08301496135,4.87010725971,3.53913284912,1.28403812206,1.78401151244,4.82916840877,4.97317559405,0.497137182166,1.07137924729,1.15644853311,1.76637905267,1.33959679717,3.22993700884,2.3863698072,5.19212795277,0.288473714839,0.956115936629,0.312062613482,1.1148797299,0.987248138296,1.5573851439,0.831942042555,2.2630910937,2.58683356709,4.67757609792,0.392911228023,4.07652576178,3.80016425969,5.51199155155,0.385088262629,2.49964783352,2.34052812509,3.09499851057,0.547012366143
1,0,0,0,0,0,0,0,0,1,0,0,0,0.468845118181,0.583660135299,7.63062362222,0.815705642562,2.27240318708,4.00581542464,1.99582153557,0.89265017063,9.02100442537,0.629821716974,15.4337749288,10.4513028773,7.2801969109,1.18213844886,2.07468183445,3.26282473132,0.337299167201,0.428261990013,1.56054658222,3.44960578612,0.728890735598,0.833578918803,2.07591945178,0.0748225799897,0.466419158068,0.248527510473,8.69184850242,1.1437156559,0.979980258151,0.589057753517,0.620803714539,0.947263988572,1.10944595317,1.10266357427,0.0703586379978,0.672795453364,0.0601250331599,0.698002423826,0.565911445793,1.42657817412,0.924173684133,0.77423532295,0.167226898145,0.619879566182,1.0789095213,0.937073952768,6.34837477249,4.94427852695,1.08417779877,1.29968675129,0.822852351333,0.897795739057,4.7188534109,1.70531749819,2.0313206466,0.295492264039,10.2872401156,1.42256061493,1.49463275958,5.16461953188,1.15322481294,1.31197535896,0.492128448535,0.789528371288,1.60571580463,2.5950698396,4.10060210479,2.27583039413,3.56656202308,2.21132538584,2.49245232503,9.54352106206,4.32774640936,2.00977080481,2.29509103141,1.23311395096,0.36748107512,0.385005332429,1.50275642974,0.640552987249,0.358431180118,0.679623839071,1.17241829729,1.5065154173,2.83612661595,1.42785080069,1.28051275983,4.18064939285,4.30395887857,1.5258386841,2.46717624025,0.464881513585,0.489805301455,0.8555869548,1.29199619114,1.68445878732,0.367523268527,1.65224762064,0.958413121016,0.597485833018,1.11997407517,15.4999970807,0.925128174789,0.270625899772,2.89469757631,1.40991859068,0.318662371709,2.80452870709,1.09443459853,6.85482690321,1.53645192731,2.95222053495,2.63273124846,4.37294560488,0.838511899659,1.38942974895,0.0856981806998,0.218712661237,0.740196485745,1.97139233,7.05565532316,5.27949768232,2.46033122588,0.531911294867,4.21594625769,0.726463311093,2.12577786345,4.69281302082,3.75572074026,1.31911788029,1.78400106456,4.02893910788,5.03372376121,0.517340787437,1.07543896709,1.20074309702,1.71576712092,1.23246414646,3.18426233137,2.13328293045,5.3568094815,0.315104791515,0.97900042389,0.318445701499,1.1293336096,1.0117947349,1.50749913514,0.83392806182,2.32575757179,2.36737706969,4.7185296861,0.376105829522,4.08837280196,3.69179003156,6.85811545291,0.401912851012,2.52348192606,2.52642725285,2.7504819126,0.550295399679
