TR:MCF7:CellLine,TR:EGF:Stimuli,TR:FGF1:Stimuli,TR:HGF:Stimuli,TR:IGF1:Stimuli,TR:Insulin:Stimuli,TR:NRG1:Stimuli,TR:PBS:Stimuli,TR:Serum:Stimuli,TR:GSK690693:Inhibitors,TR:GSK690693_GSK1120212:Inhibitors,TR:PD173074:Inhibitors,DA:ALL,DV:14-3-3-epsilon,DV:4EBP1,DV:4EBP1_pS65,DV:53BP1,DV:ACC_pS79,DV:ACC1,DV:AIB1,DV:AKT,DV:AKT_pS473,DV:AKT_pT308,DV:alpha-catenin,DV:AMPK-alpha,DV:AMPK_pT172,DV:Annexin-I,DV:AR,DV:BAD_pS112,DV:BAK,DV:BAX,DV:BCL-2,DV:Bcl-X,DV:Bcl-xL,DV:Beclin,DV:beta-catenin,DV:BID,DV:BIM,DV:c-JUN_pS73,DV:c-KIT,DV:c-Met,DV:c-Met_pY1235,DV:c-Myc,DV:c-Raf,DV:c-Raf_pS338,DV:Caspase-3_active,DV:Caspase-7_cleavedD198,DV:Caspase-9_cleavedD330,DV:Caveolin-1,DV:CD31,DV:CDK1,DV:CHK1,DV:CHK1_pS345,DV:CHK2,DV:CHK2_pT68,DV:cIAP,DV:Claudin-7,DV:Collagen-VI,DV:COX-2,DV:Cyclin-B1,DV:Cyclin-D1,DV:Cyclin-E1,DV:DJ-1,DV:Dvl3,DV:E-Cadherin,DV:eEF2,DV:eEF2K,DV:EGFR,DV:EGFR_pY1068,DV:EGFR_pY1173,DV:EGFR_pY992,DV:eIF4E,DV:ER-alpha,DV:ER-alpha_pS118,DV:ERCC1,DV:FAK,DV:Fibronectin,DV:FOXO3a,DV:FOXO3a_pS318_S321,DV:GATA3,DV:GSK3-alpha-beta,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2,DV:HER2_pY1248,DV:HER3,DV:IFG-1R-beta,DV:IGFBP2,DV:INPP4B,DV:IRS1,DV:JNK_pT183_pT185,DV:JNK2,DV:k-Ras,DV:MAPK_pT202_Y204,DV:MEK1,DV:MEK1_pS217_S221,DV:MIG-6,DV:Mre11,DV:MSH2,DV:MSH6,DV:mTOR,DV:mTOR_pS2448,DV:N-Cadherin,DV:NF-kB-p65_pS536,DV:NF2,DV:Notch1,DV:Notch3,DV:P-Cadherin,DV:p21,DV:p27,DV:p27_pT157,DV:p27_pT198,DV:p38_MAPK,DV:p38_pT180_Y182,DV:p53,DV:p70S6K,DV:p70S6K_pT389,DV:p90RSK_pT359_S363,DV:PARP_cleaved,DV:Paxillin,DV:PCNA,DV:PDK1_pS241,DV:PI3K_p110-alpha,DV:PI3K_p85,DV:PKC-alpha,DV:PKC-alpha_pS657,DV:PR,DV:PRAS40_pT246,DV:PTCH,DV:PTEN,DV:Rab11,DV:Rab25,DV:Rad50,DV:Rad51,DV:Rb,DV:Rb_pS807_S811,DV:S6_pS235_S236,DV:S6_pS240_S244,DV:Smac,DV:Smad1,DV:Smad3,DV:Smad4,DV:Snail,DV:Src,DV:Src_pY416,DV:Src_pY527,DV:STAT3_pY705,DV:STAT5-alpha,DV:Stathmin,DV:Syk,DV:Tau,DV:TAZ_pS89,DV:TIGAR,DV:TTF1,DV:Tuberin,DV:VASP,DV:VEGFR2,DV:XIAP,DV:XRCC1,DV:YAP,DV:YAP_pS127,DV:YB-1,DV:YB-1_PS102
1,0,0,0,0,0,0,0,0,0,0,1,0,0.163352588482,0.242235211218,0.690697003576,1.18026293897,0.213262549353,2.16916681113,1.3049681484,4.33769646979,0.0666286487579,0.210508707148,0.215561777302,0.771931667055,2.09548136684,0.0592191517967,0.627399553245,0.584281807658,0.202696862648,1.02151627601,0.758476411658,0.276452988949,0.315760007996,0.324891358878,3.08328219705,1.02164231371,0.781663734379,0.373011321136,0.0689190246616,0.244550901655,0.478128543852,1.04947958726,0.979419243954,0.323169566222,0.16420286665,0.0298442704201,0.300868160904,0.105287302209,0.0691016209864,0.737442265485,0.373797066705,0.265692428921,0.410063351247,0.221848819585,0.266271726078,1.99030513325,3.94613860093,1.39115617223,1.62787147691,0.692461522817,0.645047506827,0.65991517748,0.391049146524,1.16525939679,1.89150230175,1.82659173818,0.0684049569637,0.0885331857413,0.458375517549,0.123778814951,1.13088358218,1.36638084652,0.85928996139,0.679872889818,0.457796381577,0.0327079566362,0.238374927686,0.47058918686,5.08464229517,1.78768732824,1.14633959927,1.32648359089,0.729898729554,1.67904020342,2.33245759571,2.53723038567,0.520395531432,1.31670510543,1.36075771155,0.208562672389,1.56838369421,0.246621889619,0.200793227366,0.651640236004,0.187635265138,0.512811230407,0.491667075022,0.245848320394,1.34387608459,1.43274843162,0.651896816019,0.24896291801,0.575799516264,3.99996197687,0.357175603451,0.909953097328,1.49630222498,0.67890472158,1.47064831451,0.667591743835,0.441058211668,0.753591413527,0.17773614297,0.21723469478,13.1254806902,1.49577944884,0.620937894469,0.13849855554,1.76262959542,0.400896529645,1.05287114003,0.380428370362,1.12094698675,0.131833910389,0.21576691534,0.229423245363,1.07676893677,0.542796858447,1.26049942579,0.270083601986,0.37484798966,0.642947324879,1.0229469451,0.28230538447,2.14351175958,2.64800686432,1.19823220616,0.930082355152,0.557044604142,1.08460514639,0.109779943877,0.46483120662,0.417246421633,0.0864270378972,1.24416738534,0.200970600414,0.267327085956,0.323120104308,0.720474814804,1.69170670399,0.72763953222,0.615545186761,0.15171288855,1.47323621292,0.843422686457,1.1090256768,1.01717457471,0.189358284604,1.62360064467,0.401098463024,0.489917369543,0.544543864204
1,0,0,0,0,0,0,0,0,0,0,1,0,0.194482282458,0.247450228112,0.719781852191,1.32064822917,0.148943074594,1.53831064934,1.51228203535,3.84579025334,0.0577193495546,0.227801756965,0.357367364387,0.745237636016,2.17094608937,0.0582360765384,0.63145234833,0.577245621173,0.219403905726,1.17917437257,0.82676956261,0.289029701186,0.302000525337,0.334560076089,2.86249417271,1.08813133962,0.920586582908,0.411754632751,0.0588972278317,0.248877914904,0.462113965323,1.11414201391,0.793449193742,0.274976583222,0.15744577744,0.0305773422162,0.32000779862,0.0930935605261,0.0747274609517,0.827766752901,0.344879273884,0.250664420793,0.392204601297,0.220459053107,0.264206191418,1.91885949578,4.20901857136,0.985191091291,1.9171909983,0.66756479827,0.667453610204,0.749783492013,0.425922096928,1.45902140942,1.38566087314,1.90326759872,0.0513686260292,0.0828079215496,0.443752172671,0.123543401099,1.33081342428,1.22151273722,0.743169736468,0.63881414989,0.356183742987,0.0365729243419,0.228613374591,0.480824714614,6.31796264544,1.92146047928,1.12755055459,1.24491537673,0.699362431032,1.39282142289,2.43500715964,3.002863658,0.543843448889,1.422471474,1.37518627408,0.192496161146,1.42767891653,0.250169175642,0.211190344372,0.764801552632,0.203638992941,0.446026649599,0.483062344981,0.23483907043,1.04827337259,0.92768459865,0.409653287369,0.206836902103,0.528529854966,3.9849063298,0.388266820159,1.04246310916,1.88335780302,0.762396697639,1.56950455866,0.619195244806,0.448606611605,0.814239815854,0.172803020971,0.240444414869,14.0512994186,1.91048018334,0.614932132143,0.147890467989,1.96435299834,0.429349064451,1.21324199842,0.369670082142,1.30039173639,0.114296219965,0.190837862194,0.214449960338,1.18316678654,0.427866885317,1.12727823389,0.274060957786,0.334006636901,0.650344611431,1.00639558077,0.239976007491,1.93336026888,2.94706598787,0.972551386941,1.00739851627,0.55136466272,0.926615627709,0.109960491625,0.443462825643,0.423632617077,0.0899617180933,1.15558258898,0.189264414129,0.224929092608,0.32542564496,0.602471760621,1.90798431217,0.554950978608,0.632057259857,0.168229833684,1.11531366966,0.911776005332,1.19585794428,0.990621686933,0.20909918143,1.99860821003,0.382795913392,0.514006093001,0.625462149642
1,0,0,0,0,0,0,0,0,0,1,0,0,0.180327362586,0.21950371602,0.70275223633,1.15457375763,0.170486184348,2.46602929245,1.32385790275,4.28628543699,0.452023038969,0.56670029703,0.290532645994,0.777504453868,1.94637700718,0.0615734754182,0.653709534619,0.565483057306,0.209454210023,1.07100611978,0.744975925579,0.280768513983,0.293787748207,0.328276330656,3.2669137707,1.03284165229,0.801529729122,0.377117511201,0.0529985134601,0.220012519046,0.457940486297,1.01063396381,0.974358794813,0.330321604786,0.172114851757,0.0284839814553,0.314244653394,0.103113982628,0.0720086474837,0.727083271916,0.33941410513,0.28393769609,0.426755593143,0.218956756031,0.287384962755,2.10598434897,4.23659982127,1.38153776048,1.79631057975,0.662272690127,0.682834497491,0.660441248334,0.403548402126,1.20290901659,1.73900363314,1.79452528096,0.0564013913504,0.0863775168171,0.436303393744,0.120880264183,1.06284038524,1.29650869421,0.894784275015,0.643278473988,0.423764774833,0.0369392494061,0.225611429178,0.456932309209,5.30775365961,1.92638600436,1.14738237562,1.32621667959,0.639477296021,1.64687400001,2.6224506931,2.68032698785,0.562819666637,1.49887888799,1.36334492869,0.209069564371,1.54795117455,0.244748858747,0.0582024217457,0.6724987978,0.120494124561,0.48000838664,0.516678540098,0.263994296061,1.46426818002,1.43900288026,0.62184480522,0.216535417309,0.584299298668,4.0825414619,0.345990802625,0.877345213293,1.62346398564,0.691918041765,1.30346043455,0.646213635481,0.439798500595,0.691943157488,0.173684921027,0.226781414062,12.1235348684,1.84006105327,0.59464419614,0.136723457857,1.60415987145,0.40741357415,1.08305804911,0.3962617395,1.08814391089,0.139562604629,0.217799748121,0.234001460067,1.0818997148,0.473863196499,1.16262209593,0.272792364869,0.356184722014,0.655735294775,1.08664304896,0.282061632556,2.14356809288,2.75208633989,1.13713328521,0.932760545388,0.562693820425,0.9417385736,0.101659848057,0.397913975084,0.47375307046,0.0817445914631,1.27708835481,0.196968830279,0.269951265431,0.309235547705,0.736079843969,1.90796186061,0.643812860468,0.618422563863,0.152748369016,1.45616342971,0.855809317169,1.1083054857,0.980414551162,0.189350063839,1.66678321139,0.340212718489,0.69669253046,0.573769152864
1,0,0,0,0,0,0,0,0,0,1,0,0,0.179640647566,0.224094027476,0.710430487914,1.24897765284,0.121668315772,1.58303287015,1.39827875687,3.55017050001,0.43111497551,0.544616218809,0.213865130416,0.749376722588,1.86038753283,0.0558931253875,0.683485529449,0.640530117355,0.208369290817,1.13152259215,0.806854554784,0.324532288561,0.339393665833,0.339346120482,2.89033183881,0.944702917637,0.913670126115,0.421437704276,0.0584802150173,0.209134852288,0.477369917208,1.16997853849,0.798839346483,0.320942846444,0.158059210583,0.0312447720056,0.314898947794,0.0895282660354,0.0756399968776,0.776672248671,0.318968215537,0.242533635695,0.397778090694,0.228856415733,0.26485041034,1.97665114861,5.05168333291,0.946575343344,1.71605745822,0.633034449995,0.703482496961,0.743094242763,0.393850790358,1.3479588676,1.43579319693,1.85497744756,0.0604594543548,0.0856731945839,0.442474057556,0.119127987521,1.21906485305,1.2668478777,0.831987598469,0.642597963131,0.37950342997,0.0368196384118,0.251573664055,0.501027259592,6.03261415157,1.8438941803,1.07847942846,1.30040682321,0.679304373625,1.39393511681,2.26131080746,2.91612012603,0.565239268609,1.40920193111,1.45531408869,0.204115925127,1.31260295397,0.271404177445,0.0765816579324,0.706213197424,0.147046040241,0.47126731138,0.505431930461,0.25991798598,1.1058382743,0.907532254605,0.422242500346,0.222100251083,0.544875255789,3.80388238976,0.379977222543,1.02896148939,1.86230637031,0.731531307924,1.5113819601,0.637435251269,0.4472857777,0.771767400073,0.174440201358,0.244747241376,11.9312865245,2.16234322233,0.590564243347,0.15648334532,1.9472970561,0.427947477804,1.1459033153,0.328326010921,1.13398022815,0.107931342629,0.18985720384,0.219100026048,1.05959060201,0.493880324477,1.21969599932,0.27175801563,0.343076922828,0.697022079461,0.964788410398,0.239942386425,1.82914449793,2.8625216564,1.19021340032,1.0129553099,0.558140912129,0.909250581189,0.111055044679,0.463995702688,0.423342167405,0.105141297798,1.14560599385,0.19128525995,0.218040751505,0.278068163178,0.633068600317,2.15018840944,0.575744166217,0.609773576448,0.162856896502,1.08553045954,0.941684103518,1.21010838729,1.00466797708,0.204455766702,2.0403995787,0.395060386832,0.562792190293,0.616547485875
1,0,0,0,0,0,0,0,0,1,0,0,0,0.181219325411,0.240647372944,0.701871042565,1.13228366734,0.184470847667,2.07218356053,1.21528370785,3.92628249249,0.458387442485,0.739110505027,0.264910452165,0.878206297597,1.66604458382,0.0598469808808,0.56682443653,0.521836852537,0.227473835008,1.07520900733,0.690496707379,0.260028227999,0.347372185657,0.335944463679,2.56016138647,1.0949546671,0.801029275362,0.385040627356,0.0802257288213,0.217481557025,0.483677403057,0.928789810602,0.812736200231,0.479809939484,0.172505412343,0.0329036763423,0.313627353107,0.104927705738,0.0667865046899,0.775528312397,0.368429387118,0.255250118882,0.378247287621,0.200797362168,0.267749829825,2.22927949641,3.00047679649,1.15276491422,2.10406613357,0.609386139401,0.656508505833,0.668376071763,0.404724731954,1.14866490573,1.51247484605,1.58463323874,0.0609112111444,0.0851685005826,0.422806565918,0.118111033395,1.15184909423,1.31464308185,0.748180068498,0.636381693109,0.415650656738,0.0406486158456,0.260742700684,0.477461128866,5.68536450403,1.92296203938,1.0094074832,1.15324136901,0.698195167792,1.25175240054,2.15597562316,2.61474432214,0.548665393823,1.42211364191,1.07845672963,0.199514122718,1.28962207119,0.257485336724,0.333640530423,0.670967578823,0.28305868028,0.446541190928,0.450397428662,0.295666690282,1.22577135681,1.01539172096,0.462637394758,0.211499156123,0.428248898642,4.30358325017,0.347528211729,0.93596036861,1.71419246692,0.663187524541,1.35913404292,0.614371060275,0.497551329906,0.729243363064,0.190075566784,0.247521969801,15.1314720159,1.41148553512,0.645345394406,0.145981658434,1.88026849541,0.417207167753,1.09482387721,0.377114199935,1.07928032632,0.119014086673,0.221214319324,0.205505117017,1.00751623555,0.496828239841,1.10947486523,0.259514228682,0.358785615355,0.71325292343,0.897625928074,0.237504367407,1.85949917664,1.52097146214,0.738233687534,0.971376557643,0.535291668094,0.91674039349,0.120054954602,0.457736589383,0.586337203256,0.0897043054804,1.19624830387,0.205919884724,0.234421859463,0.329986737218,0.63679246239,2.04401842104,0.628816347865,0.646421113796,0.168080951831,1.2795913439,1.02038542086,1.14053202223,0.928558812776,0.188047334913,1.40951984404,0.40920265823,0.63570596383,0.604082797744
1,0,0,0,0,0,0,0,0,0,0,0,0,0.175668355089,0.25787875215,0.726375745665,1.13162045865,0.161300260736,2.08732215359,1.18686749743,3.55347370497,0.0990451398988,0.325381194074,0.210378755795,0.81680506057,1.4222118683,0.0527017029145,0.595114994168,0.598956918218,0.214285528919,1.12110757983,0.672356303418,0.276206557713,0.3513959977,0.345139586355,2.8580660859,0.926918434573,0.786128528281,0.392040897005,0.0773676943498,0.217159209236,0.465629829959,0.950441595739,0.800926543928,0.493410010379,0.168926435462,0.033541227375,0.345743021342,0.0901064308076,0.0671956041783,0.71886834838,0.322707438234,0.259040864693,0.380463499479,0.205481818635,0.272168500459,2.30742683299,2.25929850396,1.23660703372,2.00199196603,0.639826756373,0.642395229624,0.657814059612,0.40151083398,1.23008500947,1.77837501249,1.48321575596,0.0629052996042,0.0817181512389,0.449417283318,0.134529457006,1.12037329464,1.30585286691,0.753669059951,0.661838808755,0.409355385196,0.0423647013096,0.26414608064,0.483259678569,5.33670434819,1.74247366583,1.2147704416,1.30439563253,0.840474268605,1.27088594274,2.22015485827,2.67964834127,0.52030384926,1.38682206295,1.13806154319,0.194796117141,1.2265601754,0.237928691278,0.322972768851,0.672040548461,0.256264734439,0.44244076954,0.449066045645,0.295519939598,1.15889428162,1.05516536614,0.522480482463,0.217788908326,0.513820686152,4.73254527761,0.350728566518,0.927203570907,1.80580308239,0.712665435332,1.40905884407,0.637722087394,0.448098205692,0.782659795863,0.204522438955,0.223796197768,12.6800197079,1.62278166636,0.644430192745,0.134444169965,1.85126589513,0.418412933022,1.09756425755,0.373461000845,1.05236568496,0.130403103453,0.214113170981,0.224136329375,1.24218987416,0.562634034373,1.12422072136,0.26862192552,0.341943915753,0.695466129029,0.911039736269,0.236662615559,1.88639362993,1.81772972998,0.892313324744,0.920271065183,0.536017103095,0.903486736235,0.116707270281,0.485778694689,0.506146238563,0.0898020456601,1.21204375867,0.197364325622,0.243691907093,0.344274864007,0.615738813461,1.95585829244,0.716801978531,0.705080430692,0.177217720046,1.20303373342,0.949723319903,1.18408188081,0.952031637642,0.187520848853,1.35658912967,0.454641838819,0.581059399557,0.652545493513
1,0,0,0,0,0,0,0,0,0,0,0,0,0.187442715562,0.254595827834,0.713038563436,1.14025817182,0.188198482261,2.56012375057,1.22432917258,3.59579801796,0.0874586889158,0.344853209883,0.355026745265,0.868112775353,1.41553684881,0.0597299846196,0.610375941581,0.548922104937,0.229046620949,1.00785597254,0.685244612499,0.266677182401,0.325779149923,0.342296386022,2.75305442448,1.09936797779,0.78577161728,0.369100975219,0.0771058613365,0.217400839954,0.46134221005,1.01993530378,0.908990353026,0.571472292298,0.180010316594,0.0357784062588,0.302113443625,0.101333227585,0.0746811602382,0.707787825941,0.332174718054,0.256788571741,0.406457330469,0.215363606444,0.281307476257,2.69202736538,2.20474528832,1.20711071315,2.00656547213,0.655563714968,0.645551383104,0.625158916665,0.417503687646,1.13783796084,1.29785472032,1.52196075528,0.0623091442126,0.0814090614437,0.424481099446,0.130372277629,1.06900500489,1.36847293069,0.860283492761,0.62914392498,0.403829125504,0.04147282761,0.270243300183,0.461728663708,5.33420536985,2.04927777335,1.19313325929,1.27348877614,0.614147476444,1.26109209579,2.39309845363,2.50547394081,0.473241874546,1.41145904252,1.03728103417,0.202229783896,1.37398718036,0.25355675301,0.297291203951,0.621639579938,0.240723018351,0.464779547717,0.459263136325,0.347914553325,1.20545421442,1.28237544007,0.589301082537,0.21603287528,0.508819093659,4.94177340221,0.345994291049,0.955820355717,1.7398836627,0.657867730277,1.3857328075,0.611247172467,0.446441612625,0.713864990802,0.205739728516,0.226734726726,12.3307563281,1.70546308568,0.631717783182,0.154459758241,1.78704210994,0.3786423191,0.988635563448,0.399617535058,1.08388945696,0.142207586145,0.235779703254,0.23170502035,1.11668187821,0.513391617562,1.06868593783,0.267921206593,0.376820683621,0.654937364745,0.885419725532,0.24192926932,1.94011236161,1.994739029,0.772321153911,0.886772750416,0.582077916217,0.882325821489,0.11287412026,0.528082169586,0.679180016628,0.093879392121,1.18313747232,0.196178996466,0.254018792112,0.320655654334,0.725791171184,1.77068847472,0.61853698099,0.663422757693,0.160039178956,1.47088887171,0.852854058852,1.22322925458,0.996290596271,0.191779017946,1.24040390895,0.4526765468,0.537832722098,0.610538017259
1,0,0,0,0,0,0,0,0,1,0,0,0,0.178599418012,0.232491031487,0.675976567702,1.08584494615,0.164266029383,2.10009461015,1.28981580704,3.66650342584,0.532590462101,0.735819566047,0.36799047295,0.824366967057,1.52953779387,0.054112799266,0.591407374149,0.575060086486,0.223381520834,1.16425114531,0.709199863847,0.273710067296,0.339915462447,0.339508834816,2.61954665185,0.812006462422,0.779101378986,0.386081650517,0.0728041940314,0.210770576203,0.486906928673,0.988440337575,0.834364574002,0.571455151048,0.171956699899,0.0358771586986,0.310001371289,0.0859178298257,0.065985811119,0.730994898702,0.354494782603,0.228144907344,0.360871584563,0.19772580448,0.280330843526,2.24506009396,2.9961811026,1.15378239346,2.04922545577,0.614010332053,0.654821529562,0.686067025267,0.374284467099,1.14860489517,1.30826525483,1.67781220181,0.055971047736,0.080333107124,0.439741021434,0.121448585342,1.11041243668,1.22087589589,0.745328125723,0.684769762245,0.396807543215,0.0458617854955,0.272989160434,0.49674450873,5.12683799223,1.75358879063,1.12609499197,1.27543897709,0.706343077961,1.55193927951,2.15634561698,2.68974965563,0.535403936125,1.44043280784,1.13558087917,0.215576085018,1.12213651172,0.271155053922,0.308890315022,0.677891855766,0.256001160327,0.457859354115,0.473976717141,0.314665498994,1.16446978062,1.03117020837,0.439639557073,0.215849958477,0.438185376196,3.84464468302,0.350613773809,0.937874421515,1.82276118249,0.666040784008,1.21417248448,0.619295538745,0.462379627929,0.712516692469,0.203439115722,0.164499244408,8.84410621376,1.56434325671,0.65400985002,0.139125080397,1.82457321373,0.387854794101,1.02650690168,0.344280720762,1.07041798881,0.127414953865,0.197123793127,0.204695082518,1.17059887995,0.400316200656,1.04949651603,0.244989287928,0.34381675996,0.661680980616,1.01438357842,0.237353703587,1.95743611832,1.41693219334,0.687137691995,0.978811415606,0.544979675998,0.892063928325,0.108835713882,0.255453022071,0.686479203911,0.085097573272,1.14364275598,0.203314641515,0.213314357527,0.330922076321,0.597190991244,1.65982286486,0.580520954773,0.651565379962,0.171008514938,1.22216929173,1.0222944818,1.07697146056,1.08093564695,0.187134543169,0.986160814747,0.394723531227,0.577288482855,0.639808466809
1,0,0,0,0,0,0,0,0,0,0,1,0,0.17657996551,0.261329175912,0.747060764224,1.12531910046,0.191357341193,2.79486943436,1.15404138991,4.66941661461,0.0847991755962,0.220774562654,0.643415285536,0.746649247627,1.81528440246,0.074115251865,0.664200895217,0.571509008895,0.214544238012,1.13213494402,0.775247784181,0.278996036978,0.312407989064,0.344108526967,3.73215473738,1.08420773262,0.831046018526,0.340107293919,0.0816495457899,0.218908876199,0.463578507784,1.22556481254,0.975763819488,0.306701982544,0.134444714637,0.0243627516269,0.27632013203,0.115771846035,0.0762218943593,0.688914148878,0.369492255832,0.257508657227,0.45246239288,0.225016638208,0.269118692847,2.40523231105,3.09612931314,1.27400883147,1.60538753216,0.644135282786,0.629367703858,0.699737764031,0.336805204599,1.40692287077,1.23174041186,1.94373309974,0.0609757404891,0.0932960996103,0.49574440882,0.108822683229,1.05269808888,1.35341831923,0.911753075686,0.497406005529,0.443429237471,0.038157068098,0.252168842375,0.411940681411,3.8243299977,1.91331862195,1.20702511949,1.29867591298,0.518612633278,1.35224189038,2.50941106046,2.42188970251,0.4162093593,1.32337595361,1.20425058557,0.177631423036,1.54665965729,0.273482690443,0.168159661967,0.664340052693,0.152090129259,0.432712188984,0.488744820792,0.282762312607,1.29612908694,1.48126125543,0.621901318705,0.185323597626,0.5582691405,3.98932424395,0.335073053111,0.837269331491,1.70539047791,0.644398110291,1.36909320769,0.580743007545,0.471381511477,0.687359125676,0.156882293981,0.24262180695,8.58997917289,2.10757821056,0.56956044786,0.151864926841,1.65666794861,0.430723666018,1.08569526488,0.410594394968,1.25585491207,0.128477359918,0.224616457406,0.327404637594,1.10718793137,0.369076400413,1.06980657637,0.280790703316,0.371065950708,0.616807289086,0.960840984545,0.262706495377,2.02017947238,3.08180181427,1.26135272914,1.03472042375,0.541375078439,0.947347775336,0.107670954786,0.551112644185,0.440603644447,0.0997081939527,1.22447540961,0.186143941543,0.24789330931,0.365560917175,0.767222299542,1.95210229467,0.493559859273,0.592774730612,0.131988564732,1.43219558851,0.846606712446,1.15399257739,0.945746831137,0.187282597407,1.47879687757,0.434906128673,0.341868067384,0.456699709906
1,0,0,0,0,0,0,0,0,0,0,1,0,0.189796156233,0.273479142545,0.785452439275,1.30929897105,0.114563256395,1.18390872698,1.4365973259,4.13348078193,0.0606635925851,0.213153963393,0.431369612064,0.674024031141,1.86720479652,0.0578228313293,0.552749409983,0.641700456737,0.207788016384,1.26120658802,0.888492822058,0.323076057425,0.301211127351,0.36350905525,2.63442877313,1.44926732504,0.992404841889,0.379300281169,0.0823829041037,0.2344177513,0.456034235598,1.34029283931,1.19163197765,0.248687234567,0.148813366514,0.034498207917,0.310858370533,0.0905920879493,0.094107055474,0.723318322901,0.375744261271,0.257854391124,0.409658216466,0.187817940015,0.282616183645,1.77876088123,5.22904172142,0.841240742803,1.83595137064,0.695343277401,0.680717831618,0.805212347887,0.360375230648,1.56594705886,1.37072263986,2.08811111916,0.056343812035,0.0974755197984,0.422641182377,0.11131672813,1.42594819784,1.15069952461,0.72123230127,0.591783803931,0.335225777823,0.0352955091048,0.256196277398,0.482753569003,6.69253479789,1.6899944928,1.08264751646,1.15233443744,0.627882720748,1.21366381999,2.39529090024,3.15615029821,0.53195696345,1.32415679103,1.43787524018,0.167162381688,1.24928819269,0.28714225703,0.187059485951,0.708306743212,0.194127164427,0.409409872836,0.455782413885,0.212200437849,0.974059443746,0.675875704488,0.322848286724,0.238412117038,0.4951943593,4.84205941166,0.386610503396,1.01496257057,2.15968735351,0.769277374897,1.79489733553,0.587036093064,0.508736753549,0.775587870992,0.150197960717,0.203547398259,13.0459210717,2.50703744296,0.679769310493,0.135508767146,1.93480946457,0.511072237779,1.09507315325,0.338359583476,1.26423052915,0.0907622571745,0.184804370391,0.221044367512,1.34964834178,0.451812118775,1.07632168219,0.279988755725,0.340997606554,0.709171805421,1.02084963968,0.233843118518,1.80102418703,3.4795744527,1.27420521591,1.08133882762,0.528353887259,0.930363222661,0.121646447492,0.577582936372,0.4498812837,0.0939834504529,0.917629493732,0.203774108004,0.183067057662,0.389394528668,0.512022308904,2.56335992408,0.570469890994,0.639584836842,0.16011250993,0.863311072506,0.99128262269,1.18690319915,0.945346417778,0.215855424581,1.64392181635,0.42559053499,0.796973225899,0.553003055996
