TR:BT549:CellLine,TR:EGF:Stimuli,TR:FGF1:Stimuli,TR:HGF:Stimuli,TR:IGF1:Stimuli,TR:Insulin:Stimuli,TR:NRG1:Stimuli,TR:PBS:Stimuli,TR:Serum:Stimuli,TR:GSK690693:Inhibitors,TR:PD173074:Inhibitors,DA:ALL,DV:14-3-3-beta,DV:14-3-3-epsilon,DV:14-3-3-zeta,DV:4EBP1,DV:4EBP1_pS65,DV:4EBP1_pT37_pT46,DV:53BP1,DV:ACC_pS79,DV:ACC1,DV:ACVRL1,DV:AKT,DV:AKT_pS473,DV:AKT_pT308,DV:alpha-catenin,DV:AMPK-alpha,DV:AMPK_pT172,DV:Annexin-I,DV:Annexin-VII,DV:AR,DV:B-Raf,DV:BAD_pS112,DV:BAK,DV:BAX,DV:BCL-2,DV:Bcl-xL,DV:Beclin,DV:beta-catenin,DV:BID,DV:BIM,DV:c-KIT,DV:c-Met_pY1235,DV:c-Myc,DV:c-Raf,DV:c-Raf_pS338,DV:Caspase-7_cleavedD198,DV:Caspase-9_cleavedD330,DV:Caveolin-1,DV:CD31,DV:CD49B,DV:CDK1,DV:CHK1,DV:CHK1_pS345,DV:CHK2,DV:CHK2_pT68,DV:cIAP,DV:Claudin-7,DV:Collagen-VI,DV:Cyclin-B1,DV:Cyclin-D1,DV:Cyclin-E1,DV:DJ-1,DV:Dvl3,DV:E-Cadherin,DV:eEF2,DV:eEF2K,DV:EGFR,DV:EGFR_pY1068,DV:EGFR_pY1173,DV:eIF4E,DV:eIF4G,DV:ER-alpha,DV:ER-alpha_pS118,DV:Fibronectin,DV:FoxM1,DV:FOXO3a,DV:Gab2,DV:GATA3,DV:GSK3-alpha-beta,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2,DV:HER2_pY1248,DV:HER3,DV:HER3_pY1298,DV:IGFBP2,DV:INPP4B,DV:IRS1,DV:JNK_pT183_pT185,DV:JNK2,DV:k-Ras,DV:Lck,DV:MAPK_pT202_Y204,DV:MEK1,DV:MEK1_pS217_S221,DV:MGMT,DV:MIG-6,DV:MSH2,DV:MSH6,DV:mTOR,DV:mTOR_pS2448,DV:MYH11,DV:N-Cadherin,DV:N-Ras,DV:NDRG1_pT346,DV:NF-kB-p65_pS536,DV:NF2,DV:Notch1,DV:Notch3,DV:p27,DV:p27_pT157,DV:p27_pT198,DV:p38_MAPK,DV:p38_pT180_Y182,DV:p53,DV:p70S6K,DV:p70S6K_pT389,DV:p90RSK_pT359_S363,DV:Paxillin,DV:PCNA,DV:PDCD4,DV:PDK1,DV:PDK1_pS241,DV:PEA15,DV:PEA15_pS116,DV:PI3K_p110-alpha,DV:PI3K_p85,DV:PKC-alpha,DV:PKC-alpha_pS657,DV:PKC-delta,DV:PKC-pan-betaII_pS660,DV:PR,DV:PRAS40_pT246,DV:PTEN,DV:Rab11,DV:Rad50,DV:Rad51,DV:Raptor,DV:Rb_pS807_S811,DV:RBM15,DV:Rictor,DV:Rictor_pT1135,DV:S6_pS235_S236,DV:S6_pS240_S244,DV:SCD1,DV:SF2,DV:Smad1,DV:Smad3,DV:Smad4,DV:Src,DV:Src_pY416,DV:Src_pY527,DV:STAT3_pY705,DV:STAT5-alpha,DV:Stathmin,DV:Syk,DV:TAZ,DV:TAZ_pS89,DV:TIGAR,DV:Transglutaminase_II,DV:TFRC,DV:TSC1,DV:TTF1,DV:Tuberin,DV:VEGFR2,DV:VHL,DV:XRCC1,DV:YAP,DV:YAP_pS127,DV:YB-1,DV:YB-1_PS102
1,0,0,0,0,0,0,0,0,1,0,0,0.547835098374,0.839216107021,10.0212315698,1.94109911508,8.27571878874,10.1831898809,2.391073927,0.526329778976,7.24110170746,0.40507829148,6.34263473246,12.4685528761,6.00599324735,0.579960303562,0.958890810321,1.2366412698,9.66577613065,0.447230300985,1.00883926422,2.16883205739,1.33195446817,0.934422434182,2.28152666924,0.254442175658,1.15335758645,0.674542450314,6.67548640581,1.16155861746,0.767481456766,0.470350680864,0.886555767576,2.46957002283,1.75222015539,1.74854292093,0.0819710782129,1.76820924312,12.2438089444,0.171052022768,0.184442277923,1.94448421444,1.13310794144,1.317444859,0.95931561266,1.1831727812,2.01690314335,0.269610500422,1.54180622271,7.1372241436,0.588244727604,1.35587977364,2.10404254466,1.74863209592,0.113337132091,2.68276697727,2.89535928212,0.935025202545,0.289588046716,1.32779033061,3.81069901581,6.83421122977,0.0226773711269,1.06506555979,5.35334700644,1.42309639908,0.30269803751,0.202311483921,0.261896363156,2.23473800565,3.54083593008,1.83993549386,0.446277685216,0.611070051652,0.265356297351,0.73207499172,0.176974991696,0.106394715727,0.20988731295,0.951282986924,0.96972604246,0.719521722933,0.100779263819,0.34343252775,1.32610241558,0.128702926786,1.63296059412,1.84666420302,1.04455655506,1.91171279189,2.82151124199,1.09357814314,2.37157823366,0.714693342187,0.626932306243,0.362334394998,1.20678250682,16.324995589,1.49048675992,1.92008184444,0.39441172697,1.09540929762,0.771472031297,0.560812310562,1.19630244756,1.1941159915,0.894835237301,0.945589701271,1.11496708341,3.21343658011,2.12313300829,0.957659399832,0.169740472404,1.01503339107,1.08978884354,1.65364118646,0.859603567814,1.42834956544,1.63123447693,3.23496213539,0.445456263817,1.46594964168,0.123567716764,9.04879261087,0.0714931199987,0.235141129657,1.28814472172,1.14414197784,1.63255828113,0.883804408085,12.2276214902,1.45728098198,2.39262544975,5.70235138665,1.6491685943,1.0031472062,0.979926790503,1.7635886458,1.84651515058,0.692147929757,0.632441236595,0.647252744607,1.53000081864,0.867279883516,0.533400418471,0.967478021673,0.0886454363809,1.90546044097,0.847623774002,1.12543003094,0.611859881609,2.54609516185,2.86786013511,1.42041985782,3.20642031867,0.797343651754,0.0293822480746,0.462648290072,2.99185759436,4.73900034121,1.75234354794,1.77632771937
1,0,0,0,0,0,0,0,0,1,0,0,0.577557215086,0.857282826924,6.00457482208,1.95032952691,5.02601869576,5.64182096868,2.49134477167,0.541884261344,6.42259874312,0.436561895136,5.20675150781,6.93207017711,4.8847919995,0.578993420369,1.02059131208,1.25156850864,6.01404756313,0.451080791177,1.0167401616,2.29427100438,1.24962825969,0.966569522279,2.22962945352,0.26335538776,1.01757229085,0.704304793939,5.61480896389,1.04379628674,0.716185903945,0.503660327466,0.911715646434,2.45991631168,1.86606128881,1.87611122421,0.0826505071212,1.40367819222,7.68664347716,0.214363626569,0.194628166128,1.94726285312,1.11272704711,1.30586454346,0.891811906237,1.16877737718,2.32879387926,0.238333522236,1.53656399717,6.02322123573,0.583419094186,1.44750896734,2.06203273203,1.78605185435,0.0751356686644,2.76460798808,2.92492412561,0.941558522771,0.271297501197,1.37348944037,3.68880902553,5.20890457865,0.024369055713,1.07360952689,4.91277970981,1.41944724374,0.263019912791,0.197262614959,0.259401269778,2.42324067522,3.70449167289,1.96714361861,0.396068334957,0.590411555348,0.241457795126,0.804562176518,0.174726024589,0.105496558165,0.209580229247,0.959896182466,0.914036322233,0.78700026125,0.0992166798021,0.366126800446,1.27517332619,0.138057159799,1.53492819059,1.88805442418,1.07459261672,1.90509992342,2.82184196215,1.08717202149,2.30006665383,0.698866348638,0.647076543104,0.341179949726,1.22317454669,7.34840666264,1.55408830087,1.61982105092,0.404218460528,1.04733826538,0.763797302413,0.556311471287,1.29596943914,1.13342572142,0.848259569554,1.02647899792,1.13310465286,3.07732714643,2.07564839654,0.96418912289,0.183541644573,1.03721600101,1.04562920767,1.37063142693,0.856993891823,1.68714376368,1.68353052042,3.3642599979,0.440478169198,1.61843380295,0.114654646962,5.53912068818,0.0645019594468,0.22505271615,1.24394496762,1.16805178334,1.66760239212,0.838921858363,7.56279714692,1.53092232462,2.43453279133,5.61141096066,1.88578606047,0.867446532361,1.04862879669,1.63407459635,1.82734607208,0.65664959304,0.660394189014,0.603586395481,1.57641604514,0.851555466502,0.542398305602,0.930154100781,0.0983053722883,1.80644761995,0.715040286374,1.03203747814,0.61349245098,2.55058006645,3.0560721114,1.2641874174,3.20988660789,0.808320347605,0.0269576648494,0.460513667887,2.83676530333,3.932742844,1.86294189153,1.7161310313
1,0,0,0,0,0,0,0,0,0,0,0,0.548200211876,0.850229777235,7.62171701616,1.63311799559,6.76471118167,9.96531656118,2.26409540152,0.450302109364,6.24370676056,0.451378448641,5.41325693525,5.45287619407,2.58959358515,0.575713250237,0.947819036922,1.11229050765,8.4639917772,0.467757618992,0.996614458857,2.13359824435,1.30259388569,0.967536718141,2.00286827364,0.24690668188,1.09799498645,0.648395114148,6.41558816426,1.0343367881,0.707318545644,0.459123310715,0.92867453574,2.41414903623,1.68285076681,1.65418220444,0.0852489158389,1.54818379015,12.7210651652,0.17702104238,0.201169947323,1.68864860432,1.23588790165,1.19812476163,0.920362572942,1.12268844264,1.97877373988,0.246521665271,1.26167344193,5.73011978828,0.623238683343,1.38248113015,1.92970816308,1.59321528616,0.0874647386509,2.78900302834,2.67237390197,0.902907654581,0.263792739983,1.16636095081,3.15137243517,6.3064066584,0.0233368498049,1.05089207028,4.72472804358,1.35547825656,0.301526709454,0.186469688744,0.256337938985,2.12540085748,5.00011782595,2.50770154392,0.412093744726,0.586308088082,0.232560662876,0.692220612485,0.1812251487,0.11150019133,0.201118003703,0.868346733807,0.927624898942,0.682539302009,0.103214174408,0.387118001858,1.25101779476,0.132680273465,1.52487948759,1.75386758476,1.04326233101,1.9269550841,2.55816739689,1.12331239539,2.18440726463,0.677498016048,0.620224306796,0.342027961379,1.27543795024,12.0034411884,1.45000628631,1.61825036006,0.38173540094,0.992854695697,0.789368422074,0.528309302348,1.25368445751,1.18785300253,0.913785292752,1.2455153967,1.04514769556,2.84734726439,1.93955332742,0.91006250861,0.174009112346,1.00876804848,1.05657064288,1.54775420394,0.832707484833,1.38528778832,1.55963131028,3.20510185691,0.448740731689,1.48456063427,0.120411296375,9.60543343117,0.0662940699313,0.224547856083,1.2123530129,1.09111234598,1.64999120205,0.792192994752,10.9706469239,1.32434500445,2.57751777709,8.89003652156,2.15462401942,0.846941883749,0.972568907917,1.49418666314,1.67993745872,0.725572415805,0.639486831829,0.606486392599,1.46747698062,0.874474400906,0.519625616949,0.849521283678,0.0936846611327,1.72908013259,0.946128328101,1.0757905006,0.59154655866,2.4830766348,2.68820193294,1.31245895619,2.8370066786,0.759073379647,0.0262232926134,0.456388243273,2.78434648512,4.4899061638,1.69583473121,1.75202046136
1,0,0,0,0,0,0,0,0,0,0,0,0.632382444737,0.944344352563,7.29316454264,1.66831544746,4.93968137488,5.42955117681,2.24441154407,0.481536185982,6.01262754715,0.457394414181,4.62278312624,4.74692187949,2.78137049771,0.573544627739,0.983930412699,1.20914433559,5.31799459687,0.495915335119,1.0219984735,2.26326653957,1.23343767124,1.08077757704,1.91994113834,0.253012020479,1.06920814094,0.677244765299,5.33735400058,1.07018702022,0.73873215996,0.506024236676,1.04221448889,2.60037064375,1.97431645838,1.92695814482,0.103536432019,1.27943662768,5.89992927105,0.230435589508,0.21345121598,1.79029160097,1.39699771732,1.15516985721,1.03846515361,1.15781110037,2.20712145345,0.250595782297,1.32114706008,5.19190956268,0.631946224011,1.46270976617,2.02040675504,1.45790221047,0.0849997000473,2.58849201973,2.72546518865,0.915030086381,0.263601890352,1.20854483812,3.24110621747,4.93779777348,0.0265472973017,1.07748573353,4.37306019563,1.52235362858,0.237846619794,0.184689752193,0.282425676554,2.50410010704,4.74088060144,2.68457464053,0.378046639504,0.544996494502,0.236738707812,0.739469932002,0.173768046751,0.105142420163,0.198373970137,0.941833252342,0.939642793361,0.749971823412,0.130736456091,0.377642656043,1.27596572276,0.136245302325,1.50497881556,1.70668209256,1.1559215011,2.0471885414,3.08883405057,1.36212250385,2.23503714664,0.678414159459,0.797482322918,0.326134322374,1.27799773324,6.12804175046,1.53185285316,1.69930478247,0.405703257477,1.31478614835,0.796596842523,0.530911741215,1.29909928496,1.08653736884,1.00087262196,1.24656057152,1.05781599139,2.9091632454,1.96351741182,0.986440136264,0.182315938565,1.05157329319,1.05373221207,1.21563494222,0.833011417247,1.48415174869,1.72329299425,3.40008071569,0.490296301653,1.58673239784,0.112975864627,5.64505227314,0.0627189509647,0.250266405565,1.26971870535,1.11740484465,1.87715293176,0.787433020518,6.41699540165,1.5504340772,2.83385337497,6.38159383546,2.20963451698,1.08324844033,1.11571195954,1.63585489003,1.62918212587,0.767647232271,0.724363691913,0.631592357557,1.59105174931,0.868675994195,0.524429657232,0.919333343704,0.11785114336,1.72102894853,1.15460047214,1.09470929189,0.620607930795,2.58959957413,2.79906418859,1.25316701649,3.22265260732,0.663677503446,0.0272431420312,0.45776441027,2.62968939013,3.99858931558,1.5953461521,1.73121122477
1,0,0,0,0,0,0,0,0,1,0,0,0.589252660601,0.914201699913,8.3458853019,1.76713169418,6.79751456108,10.169791939,2.54874812281,0.470728642818,6.27274061015,0.429213950084,6.85923660169,12.6391584035,5.98242882105,0.596546730364,1.02814719108,1.2177319786,8.84683062552,0.429545020735,1.09967619345,2.13368980902,1.20114690796,0.982201812337,2.04755262788,0.235422902101,1.05090638229,0.655616568232,7.2029872405,1.11306263532,0.727826742269,0.504892531756,1.00693229379,2.12111926581,1.6876193467,1.54605900524,0.108242118847,1.71721123832,14.5385966413,0.156364269038,0.194332245063,1.86497828399,1.27823666346,1.13200327393,0.930443559621,1.05619507088,1.88844594383,0.253400258738,1.36767404888,7.05308109027,0.587293889978,1.38141115978,2.06512772183,1.64471114736,0.0845590745561,3.06870788433,2.75863772089,0.973686039181,0.289910880919,1.34671744332,2.94350153434,6.69008942724,0.0264746844595,1.06091393506,5.160458678,1.61307943153,0.273938279989,0.197741435494,0.335757455846,2.3216951516,3.45044864498,1.89851904269,0.410251199113,0.604491875956,0.236903341953,0.767150803829,0.162180664131,0.102441131239,0.198013259814,0.870764191423,0.926456171028,0.676803925205,0.131132838655,0.328875742502,1.26057515413,0.123447692575,1.35617395158,1.62988787188,1.00062845885,1.88597957218,2.41718828766,1.02496377486,2.28164316511,0.647872932003,0.618746626609,0.365964210154,1.19123973112,12.8164869241,1.5642552897,1.92947271373,0.406180255756,1.07054690964,0.7132707773,0.548832243221,1.34368479868,1.15208384845,0.983167894169,0.913514848875,1.04692678808,3.0479797515,1.97568395836,0.911221503889,0.177367163813,1.03403714368,1.05126236576,1.57820604376,0.827577293215,1.59715544404,1.60919326248,3.43004547055,0.430873488776,1.4037508417,0.136976500493,8.12859704953,0.0814883634759,0.221533406465,1.24134161798,1.10318156426,1.61348619557,0.864876884079,10.6339131432,1.29418391413,1.96211883389,5.9512458786,1.65807988528,0.716395957053,1.15750095652,1.35285401651,1.85318217348,0.655455488114,0.655325057869,0.577136588776,1.56338624919,0.815910814341,0.56913209187,0.897266051143,0.142691520394,1.65900025458,1.15721274503,1.04968363376,0.620595756716,3.29382782092,2.61103462008,1.25409981282,3.20807284846,0.659207519638,0.0313544551615,0.46166586766,3.16061593966,4.34249859958,1.74799187954,1.77313034654
1,0,0,0,0,0,0,0,0,1,0,0,0.668128388767,0.931698390614,5.70042026928,2.01934378481,4.77225057572,5.48995026441,2.31953661235,0.513415141191,6.47194128502,0.448965608763,5.12416065479,6.6713521491,5.02897799026,0.549358719991,1.05542913773,1.3147104254,5.75287014733,0.452828513578,1.01276280803,2.21050506863,1.22640685609,1.02948876193,2.03505733261,0.24038108098,1.04566770306,0.677108025587,6.24866972175,1.23063540519,0.751480436863,0.560281518798,1.04674648854,2.04007232016,1.7968066177,1.65819052648,0.116728812078,1.72286139334,6.82102585607,0.203421370962,0.20300073293,1.82425749404,1.32455869709,1.16332597744,0.986029096408,1.14436107537,1.9158944682,0.287105059625,1.34899187352,5.23535250453,0.636381705112,1.46445678331,2.00885717618,1.70793010945,0.100031666815,2.95819208503,2.76542414036,1.0002949543,0.275656004662,1.32162513013,3.03793612499,5.02478736015,0.0311390873886,1.1346130403,4.29130823802,1.46524300334,0.295304420393,0.20052909779,0.329181200335,2.51858971853,3.29975062007,1.98970792698,0.366976038267,0.59565266909,0.22704937056,0.754803366879,0.203742242157,0.109650905984,0.207689152404,0.845810676447,0.972919345458,0.692583686187,0.108540739814,0.301824868781,1.30686618835,0.126731935552,1.49895486539,1.67133665807,1.13830607619,1.98532602632,2.82827346043,1.17763482652,2.2598334995,0.636273905686,0.662642252209,0.343640147683,1.17129051152,6.64323695086,1.56216189619,1.62966516965,0.418553031663,1.28332923903,0.699923640092,0.571542230118,1.36459129515,1.2680914178,0.989556639989,0.939480487032,1.05842147321,3.00680746839,2.19078899797,0.950494017369,0.184866364717,1.03527001039,1.10227926348,1.57479437379,0.873168976282,1.501596837,1.67307033565,3.55731830349,0.499861571458,1.52855462237,0.125770365009,5.14138646664,0.0701340627873,0.237670617659,1.24639853549,1.1287486282,1.7238924438,0.86690165858,6.79653398875,1.4049065571,2.44086614199,5.13534933265,2.00554836546,0.787298224802,1.04426289988,1.5960205067,1.85463891838,0.685581436092,0.693581818925,0.646588828888,1.60864005029,0.791938161719,0.592097804496,0.865840148632,0.138686822358,1.73284254693,0.837836791103,1.07855780497,0.628862272083,2.99280304811,2.74575796873,1.25561320565,3.20028929887,0.626214632722,0.0238335613264,0.51335591572,2.81320529988,3.73824798166,1.76445373138,1.50820612145
1,0,0,0,0,0,0,0,0,0,0,0,0.626800043989,1.01142796775,7.37819353897,1.97217867305,6.85932949731,10.2692261113,2.21134033472,0.469179328426,8.36879197878,0.432687562687,7.19529659058,6.60049664077,3.0134660956,0.618846485582,0.984274610855,1.20035207642,8.38568067774,0.437684052896,1.00956639451,2.18467747575,1.3435969532,0.94818965769,1.85738381699,0.208970184684,1.01716398219,0.663320941769,6.54028072539,1.03886488642,0.725704750014,0.580493917765,0.990733153741,2.22190260228,1.79739194668,1.6117226502,0.1020929295,1.36613658793,13.4632069307,0.186649526668,0.207815353768,1.69056961477,1.25770820418,1.13005135735,0.953402926663,1.03893830901,1.98423471231,0.257430695195,1.15852385687,6.67807688436,0.711090822213,1.3693647147,1.74350254518,1.59371146422,0.116130806693,2.58083742453,2.49253850927,0.912406549069,0.304718427301,1.24805023863,3.26025037024,6.53648328887,0.0333876066889,1.06939448608,4.57030413264,1.49430533042,0.292213733166,0.194586178669,0.303968003586,2.28786974737,4.56975889468,2.34821499364,0.377530333101,0.57893923581,0.223281248429,0.754699040001,0.153793019783,0.110188224088,0.22369801042,0.866612000164,0.896260185327,0.815487204344,0.114986667749,0.337276806042,1.14699753285,0.120540832026,1.33230417047,1.48462434766,1.02222345329,1.73915459305,2.74730589484,1.20498449192,2.02517976742,0.607425737163,0.706591322577,0.343438621229,1.18658299292,13.4322301995,1.31721084128,1.69420387595,0.408206614882,1.17304527605,0.675837011371,0.512951812821,1.22237572559,0.978280470238,0.890223192519,1.17336875279,1.05422758926,2.73573207298,1.9604386885,0.950286752776,0.1940355119,1.00885358289,0.98442174163,1.29195808208,0.805068842945,1.32013852182,1.52850102869,3.52730841963,0.447928768474,1.45678572258,0.142379185678,9.06299759013,0.0790660232,0.235906384056,1.15102770812,1.00534555834,1.6950684699,0.752015767959,10.5297937216,1.34687899478,2.34486937665,9.79254397721,2.01731487481,0.811177214286,1.04041708187,1.4654518598,1.57496739385,0.724953639883,0.65770422048,0.627035647188,1.42110392281,0.808089192188,0.540535786288,0.821002632002,0.137008596142,1.59368784088,1.02482518203,1.01988472425,0.548925020462,3.2376989881,2.5868210784,1.01770060463,3.16428042086,0.61385465335,0.0239553677969,0.489170079552,2.512269381,3.84283673007,1.47096690921,1.58981689338
1,0,0,0,0,0,0,0,0,0,0,0,0.687180220981,0.895467051877,5.05191046084,1.72135538785,3.97390036497,5.26171301604,2.21702533135,0.496598617852,6.09584329135,0.421699756968,4.91511798879,4.63573884204,2.81494421348,0.585618987642,1.03493108855,1.17545826232,4.99114613977,0.456449588569,1.04383560888,2.31108379094,1.35139112373,0.985634401511,2.03035048523,0.23638653251,1.09131036776,0.687515166795,5.94162182288,1.11457512218,0.706155544506,0.546236779311,0.930317185973,2.3800039506,1.93769139232,1.83889837312,0.115655560379,1.59820953778,6.10839488613,0.232556183917,0.21264697604,1.81263568255,1.35788091715,1.1927059308,0.99601838545,1.03276429063,2.15218027287,0.258159605652,1.21377020975,5.11509981353,0.660286383194,1.42096175808,1.90993046022,1.6790309386,0.0777085726227,2.68165764422,2.61054807166,1.00384367031,0.258620658607,1.27023698949,3.38431019024,4.95665436594,0.0331072287607,1.07636452201,4.08557873266,1.52679351542,0.287707233016,0.188538235221,0.316762358035,2.52090840359,4.41404606995,2.56364819906,0.413021701688,0.535152628625,0.233811717932,0.768659994992,0.209722316172,0.118610931873,0.215364911557,0.902326076551,0.927519539964,0.76783132849,0.126978163311,0.351341546097,1.25070072761,0.129678143678,1.49129470355,1.68031792029,1.15047587509,2.01964105719,3.06219107534,1.32336955812,2.25828844643,0.602491435414,0.719244769874,0.333355592651,1.24829610814,6.31442134987,1.42914354841,1.71657892633,0.407372318109,1.04740352067,0.732981887187,0.536262721797,1.36622613586,1.12808889942,0.930249524666,1.23625888809,1.02992041777,2.90370906597,2.14343730051,1.22840687545,0.208458738154,1.00625380759,1.09875409123,1.18656728957,0.862676126171,1.56308655971,1.79246517196,3.52194005066,0.458502597245,1.62628760749,0.145768304242,5.26773677615,0.0769379349772,0.234970305863,1.23143008908,1.06892403595,2.0430963809,0.846750625337,6.63444645002,1.47140548176,2.89880921032,6.27481715505,2.51109872907,0.840643173662,1.13304338523,1.67674534552,1.75816023943,0.704827876038,0.689773237684,0.586796593231,1.54247163804,0.816467235494,0.615610233026,0.844373980878,0.117450064544,1.79179102291,1.06366348118,1.07297913601,0.613001184728,2.82256591075,2.83322660186,1.1704141336,3.32578199549,0.600046203414,0.0275835145249,0.462334012189,2.48280662436,3.40158885772,1.63747602115,1.69708258845
1,0,0,0,0,0,0,0,0,1,0,0,0.582991665886,0.849095554164,8.21720854088,1.93158115146,8.18144570023,9.21183227713,2.16884116738,0.456304839741,9.32761424117,0.452596972636,5.80617500736,10.8018634121,5.42753672872,0.569093024693,0.931878285341,1.11930731368,8.32971240133,0.420965459963,0.976962307805,2.28082992777,1.08908262362,0.997261561295,1.92416886128,0.232461143433,1.02258626161,0.681410719737,5.42953739625,1.03971443967,0.688140026189,0.444692307548,0.943474729602,1.99903738895,1.89967829726,1.90831344614,0.0759874250946,1.50371480996,12.1548005475,0.304362720865,0.199010206011,1.82579457215,1.19040466706,1.22826777364,0.974625685161,1.07873024983,2.01089769745,0.199491346057,0.978469360635,6.61193717126,0.591114910301,1.40936481715,1.88278218162,1.47237824722,0.120875741654,2.21789563179,2.80577175485,0.888415837539,0.263790621135,1.24412766748,3.64919209185,6.33938328251,0.0293837641122,1.0702997269,5.44379395948,1.18954441573,0.247054427647,0.177450340121,0.277412731273,2.36304809833,3.46239873635,1.77466084978,0.37058310081,0.508877865642,0.252732621896,0.736925533818,0.2402320773,0.10144527051,0.187665415432,0.743384554182,0.742713358842,0.845410384487,0.0952538001799,0.239086516894,1.23972640252,0.119069880943,1.47335881837,1.82746922966,1.32497054299,1.7770628379,3.32076109904,1.20789309053,1.9139779386,0.639480518918,0.718581132035,0.356854855047,1.08058661119,9.48958114076,1.45462575333,1.60084833823,0.374846765044,1.03149947057,0.671197506249,0.486653359238,1.28276691075,1.06066890005,0.840377780979,0.872175639604,1.04868215058,2.679261278,1.88595812808,0.850477284114,0.185479326682,1.05054546363,1.04672647473,0.797365367207,0.811192752957,1.52084870265,1.69258138928,3.59199636658,0.374262192315,1.29553462737,0.149682245685,8.28791787109,0.0712774400274,0.24033072442,1.24314648734,0.953919145186,1.76975021015,0.72664380642,8.58143824945,1.54903141378,2.46961906894,6.26071776577,1.81296331632,0.793505594509,1.08899469856,1.54889766147,1.60488342122,0.725946779588,0.958835709489,0.621645663771,1.52883625889,0.748347819611,0.516566161911,0.97330328319,0.100501836653,1.51782311276,0.807009659328,0.981736861551,0.573737220711,2.91183360662,2.7512974769,1.15089151641,3.62518194521,0.691782007676,0.0323577983616,0.445509607363,2.48211103357,4.49834081897,1.33530405129,1.60945550179
1,0,0,0,0,0,0,0,0,1,0,0,0.581203235446,0.966038523146,7.74104790615,1.74855606202,7.22001485943,9.69136055327,2.23055610306,0.482841030047,9.23076432868,0.438001241528,5.99822479218,10.9808930145,5.24077276821,0.611107965589,0.92280243585,1.08157133648,7.59734955479,0.459340070418,1.01188058143,2.33879587727,1.10699160346,0.969237927386,1.91529368627,0.222166162737,0.920635967613,0.715098634374,6.2024921848,0.996831023086,0.637281566541,0.499394267637,0.878965605089,1.78295907221,1.83548846546,1.6952776843,0.090014332921,1.5241625634,16.0519251328,0.255065701742,0.182994768275,1.66274030538,1.15439113525,1.13077036609,0.900457784681,1.00464750249,2.04521395822,0.207841711671,0.966484711562,6.77116233876,0.594530636673,1.30598071055,1.82484979998,1.60198734631,0.0727382357056,2.48102293242,2.76040738218,0.832413272926,0.269387603846,1.25365106574,3.51776990778,6.55273542521,0.0277331002605,1.05685450339,5.47017369696,1.25173853226,0.251268843547,0.168728380097,0.253091362008,2.31174022976,3.34696213443,1.81626316397,0.383555297202,0.499663967538,0.29117174106,0.640378846854,0.224147666496,0.111228746099,0.197972939134,0.823269800862,0.847108435665,0.920080974955,0.109365476429,0.247213842051,1.13956223385,0.122255631684,1.45730888094,1.74784173486,1.18116437342,1.86660024661,3.2672034694,1.18074095783,1.84837807433,0.65160291604,0.689396590743,0.347676983635,1.12776439289,12.9156792413,1.41493606901,1.6348556535,0.389796223752,1.11073517847,0.697889351061,0.488456640841,1.24889121519,1.04001440094,0.791450403479,0.888140657245,0.948350985888,2.78400703987,1.88882684519,0.790336763888,0.207995174075,0.980782707208,0.986081207727,0.916440509227,0.772272919732,1.49682241917,1.66083034708,3.63698750232,0.452389591738,1.31097784365,0.128164547688,8.95739006571,0.0671905452652,0.237242198158,1.16994729262,0.951481279239,1.95406855194,0.671427983433,9.96682166206,1.4237731515,2.29899308761,7.09535405199,1.84102603054,0.765815976554,0.968034605511,1.53278855646,1.54850206972,0.740687300295,0.832917151085,0.560140517683,1.47987937784,0.83228982635,0.508692746634,0.886883021727,0.098838879406,1.52689970928,0.894617413431,0.964246788062,0.547329766358,2.92621747598,2.86623322706,1.13184383091,3.52851408599,0.788510390564,0.0252487488018,0.4770904815,2.31791925267,4.14760173603,1.39636172866,1.61163156297
