TR:UACC812:CellLine,TR:EGF:Stimuli,TR:FGF1:Stimuli,TR:HGF:Stimuli,TR:IGF1:Stimuli,TR:Insulin:Stimuli,TR:NRG1:Stimuli,TR:PBS:Stimuli,TR:Serum:Stimuli,TR:GSK690693:Inhibitors,TR:GSK690693_GSK1120212:Inhibitors,TR:PD173074:Inhibitors,DA:ALL,DV:4EBP1_pS65,DV:4EBP1_pT37_pT46,DV:ACC_pS79,DV:AKT_pS473,DV:AKT_pT308,DV:AMPK_pT172,DV:BAD_pS112,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:CHK1_pS345,DV:CHK2_pT68,DV:EGFR_pY1068,DV:EGFR_pY1173,DV:ER-alpha_pS118,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:HER3_pY1298,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:mTOR_pS2448,DV:NDRG1_pT346,DV:NF-kB-p65_pS536,DV:p27_pT157,DV:p27_pT198,DV:p38_pT180_Y182,DV:p70S6K_pT389,DV:p90RSK_pT359_S363,DV:PDK1_pS241,DV:PEA15_pS116,DV:PKC-alpha_pS657,DV:PKC-delta,DV:PKC-pan-betaII_pS660,DV:PRAS40_pT246,DV:Rb_pS807_S811,DV:Rictor_pT1135,DV:S6_pS235_S236,DV:S6_pS240_S244,DV:Src_pY416,DV:Src_pY527,DV:STAT3_pY705,DV:TAZ_pS89,DV:YAP_pS127,DV:YB-1_PS102
1,0,0,0,0,0,0,0,0,1,0,0,0,2.6426263496,4.52998586815,0.627985093728,9.61752152836,6.89359530101,3.51991561868,0.659930475146,0.595244613577,0.853905089457,0.741591412303,0.564905898001,13.3249925643,1.48565805262,1.17629629337,3.24627340699,1.87120123905,12.1058310082,1.8841256681,0.329004847138,0.609453069328,1.54342250471,0.925845632379,0.931964838891,1.11880034641,0.506662932487,1.14815194884,0.947889132296,1.40602423954,0.262705910489,3.03746346039,5.11680054863,0.207503648949,0.689466449187,1.59534422678,6.83371800222,4.38161967177,1.18763239698,3.32252727791,3.99799298004,2.19521764837,4.5320917977,0.278722630889,1.58239766038,3.17019691804,0.564681850389
1,0,0,0,0,0,0,0,0,1,0,0,0,2.65683999431,4.16458017996,0.718149689022,10.7841071959,7.27510979275,4.02464946599,0.709628870557,0.624928485403,0.898163458909,0.737326936169,0.567657827545,13.859886299,1.48240308133,1.3124899938,3.74866570276,2.22100904376,10.2171516937,2.00447838983,0.347272896074,0.682935710357,1.47660534642,1.28352949472,0.921186172991,1.13548695243,0.577014183737,1.05580653142,0.978403225325,1.54664053291,0.297241709808,2.88556629297,7.6207969334,0.190787742034,0.67422674327,1.80945235693,6.97272790413,4.7842500967,1.45881805717,5.19335244029,5.93233113759,2.55017063901,5.05491974945,0.292411086456,1.81551868549,3.10870100022,0.52546070585
1,0,0,0,0,0,0,0,0,0,0,0,0,2.99580446839,4.63925389443,0.568409668741,3.01156072173,1.6604247428,3.18411186351,0.793153388242,0.612929354048,0.837481548477,0.761729852048,0.550554521795,15.7507992906,1.56675419891,1.179279525,4.22412014272,2.33698161962,12.7306963146,1.95902908619,0.360288967731,0.674956820107,1.50176517625,1.06311468344,1.10849516527,1.36618194097,0.544363137712,1.19851383746,1.0725775816,2.04313126444,0.295782009235,2.6842127181,7.4350057784,0.1827673341,0.669931684751,1.60452884918,8.06693669795,4.4813697188,1.51122721188,4.39918801306,5.71063483072,2.29968180166,4.17662959878,0.304157894827,1.66622896719,3.03514265722,0.619727964768
1,0,0,0,0,0,0,0,0,0,0,0,0,2.88261454645,4.00494065997,0.52929801698,3.05008204136,1.50254537786,3.63523092675,0.818703109003,0.625699431281,0.840017458365,0.808334534734,0.571332410509,12.1413810169,1.56919815492,1.16876458278,3.87968612215,2.26546665768,11.20141452,1.99463350039,0.369343351514,0.668585041011,1.34278941731,1.1107461316,1.15393116067,1.32027263952,0.527261943806,1.15805001318,1.0463393258,2.15380541553,0.288683149526,2.61046195414,6.78469443617,0.192755418641,0.662618763255,1.60610524846,7.69291315921,4.26406839425,1.58766274208,4.94845935627,5.15330589616,2.07764451224,3.7309674401,0.284952586036,1.66996335581,2.83007224996,0.618911748115
1,0,0,0,0,0,0,0,0,1,0,0,0,2.68782226298,3.91456117681,0.588312109803,10.867497442,6.69733049776,3.86251690101,0.78158288223,0.637408948505,0.895738874367,0.800564265206,0.595492510733,12.5164919194,1.58028775896,1.31020990343,3.15648213462,1.90107354562,10.8484590671,2.12671340562,0.363633455306,0.680770367835,1.13072998608,1.07599925474,1.06093839094,1.26100784966,0.549517288493,1.14867798991,1.02670456792,1.77714668286,0.295976152806,2.58275033908,4.71098141637,0.217600019227,0.712507389958,1.63181480434,5.46823832202,4.25861221839,1.38539445905,3.92423358381,4.2237705466,2.27214527202,3.57924157623,0.306427268569,1.58208876366,2.83675613486,0.570634447114
1,0,0,0,0,0,0,0,0,1,0,0,0,2.50896218247,3.73280181762,0.751885808421,11.1435407282,7.53008612419,4.86409559198,0.734697027169,0.654125986577,0.978427404355,0.808207642574,0.614748455188,13.4704350485,1.67580208214,1.47701730827,3.77997388442,2.19516457035,10.8757090141,2.30378935159,0.38106022735,0.632770531067,1.27430825021,1.33124759128,0.873495848592,1.26231730321,0.595175346685,1.06230258126,0.970482018526,1.5748856774,0.279545901991,2.79318705341,3.98481834282,0.215818737465,0.706103167806,1.89451390019,5.56445240364,4.91472543134,1.53968331451,4.18777296447,4.52343143245,2.55626141454,4.92913913968,0.296336275886,1.44176785999,2.79402784329,0.543760291925
1,0,0,0,0,0,0,0,0,0,0,0,0,2.94197486144,4.21923032028,0.527303224152,3.1653989913,1.77930652941,4.35772245644,0.809211170539,0.61086398952,0.901636135464,0.768431527358,0.573623287978,17.3276315266,1.63191105278,1.21616570694,4.52859844294,2.35546155468,11.6149832539,2.00784103774,0.362438871784,0.652894467384,1.38874819276,1.13048296188,1.16719980131,1.35634910871,0.579276160362,1.25139650095,0.971739632585,2.57354779694,0.275372285901,2.9078509539,5.19400364325,0.206947652667,0.68114289493,1.63042002112,7.31382254243,5.0935014064,1.60780988029,5.6140878124,6.67325502995,2.46137869368,4.63243342159,0.286055412343,1.52654852361,3.15578131539,0.576709325814
1,0,0,0,0,0,0,0,0,0,0,0,0,3.15784663728,4.12158118164,0.588010589534,3.31041802226,2.10275260336,4.65194850829,0.837326686336,0.582429757597,0.949985096321,0.742574945506,0.580934179873,16.5400229431,1.69308029467,1.25551189639,4.69322369869,2.3574881148,13.525684819,2.12601324111,0.352701225301,0.569892922348,1.21050225636,1.10680743356,1.14768824983,1.47313125687,0.484440307667,1.15459153815,1.01294034343,2.42456018827,0.261621212768,3.03704028772,5.84090596103,0.180045363143,0.670180025194,1.73496373601,6.88860988218,4.96933557455,1.68131981824,5.57973378674,5.35632901068,2.51720933263,4.62621584528,0.283211823498,1.59668825107,3.42712152337,0.573999108643
1,0,0,0,0,0,0,0,0,1,0,0,0,2.16655983547,3.83821835195,0.759852332114,10.9496789509,7.08451107173,3.46506215474,0.697686780032,0.620719498422,1.10012427663,0.777005710951,0.572673214555,11.1541064215,1.49898354254,1.34512499876,3.56848318927,2.28801659079,8.71748141224,2.04595564304,0.371244541713,0.684361475997,1.61053525835,1.54992601157,0.948078668636,1.32442350182,0.543693061093,1.19309542744,0.907470550067,1.67286238941,0.323434605285,2.9791273153,4.02299670468,0.225473839973,0.789791674226,2.07346356372,4.85791499147,4.87010725971,1.78401151244,4.82916840877,4.97317559405,2.3863698072,5.19212795277,0.288473714839,1.5573851439,2.34052812509,0.547012366143
1,0,0,0,0,0,0,0,0,1,0,0,0,2.27240318708,4.00581542464,0.89265017063,10.4513028773,7.2801969109,3.26282473132,0.728890735598,0.620803714539,1.10266357427,0.77423532295,0.619879566182,10.2872401156,1.42256061493,1.31197535896,3.56656202308,2.21132538584,9.54352106206,2.00977080481,0.385005332429,0.679623839071,1.5065154173,1.5258386841,0.8555869548,1.29199619114,0.597485833018,1.11997407517,0.925128174789,1.40991859068,0.318662371709,2.95222053495,4.37294560488,0.218712661237,0.740196485745,1.97139233,5.27949768232,4.69281302082,1.78400106456,4.02893910788,5.03372376121,2.13328293045,5.3568094815,0.315104791515,1.50749913514,2.52642725285,0.550295399679
