TR:BT549:CellLine,TR:EGF:Stimuli,TR:FGF1:Stimuli,TR:HGF:Stimuli,TR:IGF1:Stimuli,TR:Insulin:Stimuli,TR:NRG1:Stimuli,TR:PBS:Stimuli,TR:Serum:Stimuli,TR:GSK690693:Inhibitors,TR:PD173074:Inhibitors,DA:ALL,DV:4EBP1_pS65,DV:4EBP1_pT37_pT46,DV:ACC_pS79,DV:AKT_pS473,DV:AKT_pT308,DV:AMPK_pT172,DV:BAD_pS112,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:CHK1_pS345,DV:CHK2_pT68,DV:EGFR_pY1068,DV:EGFR_pY1173,DV:ER-alpha_pS118,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:HER3_pY1298,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:mTOR_pS2448,DV:NDRG1_pT346,DV:NF-kB-p65_pS536,DV:p27_pT157,DV:p27_pT198,DV:p38_pT180_Y182,DV:p70S6K_pT389,DV:p90RSK_pT359_S363,DV:PDK1_pS241,DV:PEA15_pS116,DV:PKC-alpha_pS657,DV:PKC-delta,DV:PKC-pan-betaII_pS660,DV:PRAS40_pT246,DV:Rb_pS807_S811,DV:Rictor_pT1135,DV:S6_pS235_S236,DV:S6_pS240_S244,DV:Src_pY416,DV:Src_pY527,DV:STAT3_pY705,DV:TAZ_pS89,DV:YAP_pS127,DV:YB-1_PS102
1,0,0,0,0,0,0,0,0,1,0,0,8.27571878874,10.1831898809,0.526329778976,12.4685528761,6.00599324735,1.2366412698,1.33195446817,0.886555767576,1.74854292093,1.317444859,1.1831727812,0.289588046716,1.32779033061,1.06506555979,3.54083593008,1.83993549386,0.611070051652,0.73207499172,0.951282986924,0.34343252775,0.128702926786,1.09357814314,0.362334394998,1.20678250682,1.09540929762,0.771472031297,1.19630244756,0.945589701271,1.11496708341,1.01503339107,1.65364118646,3.23496213539,0.445456263817,1.46594964168,9.04879261087,0.883804408085,2.39262544975,5.70235138665,1.6491685943,0.647252744607,1.53000081864,0.867279883516,0.847623774002,4.73900034121,1.77632771937
1,0,0,0,0,0,0,0,0,1,0,0,5.02601869576,5.64182096868,0.541884261344,6.93207017711,4.8847919995,1.25156850864,1.24962825969,0.911715646434,1.87611122421,1.30586454346,1.16877737718,0.271297501197,1.37348944037,1.07360952689,3.70449167289,1.96714361861,0.590411555348,0.804562176518,0.959896182466,0.366126800446,0.138057159799,1.08717202149,0.341179949726,1.22317454669,1.04733826538,0.763797302413,1.29596943914,1.02647899792,1.13310465286,1.03721600101,1.37063142693,3.3642599979,0.440478169198,1.61843380295,5.53912068818,0.838921858363,2.43453279133,5.61141096066,1.88578606047,0.603586395481,1.57641604514,0.851555466502,0.715040286374,3.932742844,1.7161310313
1,0,0,0,0,0,0,0,0,0,0,0,6.76471118167,9.96531656118,0.450302109364,5.45287619407,2.58959358515,1.11229050765,1.30259388569,0.92867453574,1.65418220444,1.19812476163,1.12268844264,0.263792739983,1.16636095081,1.05089207028,5.00011782595,2.50770154392,0.586308088082,0.692220612485,0.868346733807,0.387118001858,0.132680273465,1.12331239539,0.342027961379,1.27543795024,0.992854695697,0.789368422074,1.25368445751,1.2455153967,1.04514769556,1.00876804848,1.54775420394,3.20510185691,0.448740731689,1.48456063427,9.60543343117,0.792192994752,2.57751777709,8.89003652156,2.15462401942,0.606486392599,1.46747698062,0.874474400906,0.946128328101,4.4899061638,1.75202046136
1,0,0,0,0,0,0,0,0,0,0,0,4.93968137488,5.42955117681,0.481536185982,4.74692187949,2.78137049771,1.20914433559,1.23343767124,1.04221448889,1.92695814482,1.15516985721,1.15781110037,0.263601890352,1.20854483812,1.07748573353,4.74088060144,2.68457464053,0.544996494502,0.739469932002,0.941833252342,0.377642656043,0.136245302325,1.36212250385,0.326134322374,1.27799773324,1.31478614835,0.796596842523,1.29909928496,1.24656057152,1.05781599139,1.05157329319,1.21563494222,3.40008071569,0.490296301653,1.58673239784,5.64505227314,0.787433020518,2.83385337497,6.38159383546,2.20963451698,0.631592357557,1.59105174931,0.868675994195,1.15460047214,3.99858931558,1.73121122477
1,0,0,0,0,0,0,0,0,1,0,0,6.79751456108,10.169791939,0.470728642818,12.6391584035,5.98242882105,1.2177319786,1.20114690796,1.00693229379,1.54605900524,1.13200327393,1.05619507088,0.289910880919,1.34671744332,1.06091393506,3.45044864498,1.89851904269,0.604491875956,0.767150803829,0.870764191423,0.328875742502,0.123447692575,1.02496377486,0.365964210154,1.19123973112,1.07054690964,0.7132707773,1.34368479868,0.913514848875,1.04692678808,1.03403714368,1.57820604376,3.43004547055,0.430873488776,1.4037508417,8.12859704953,0.864876884079,1.96211883389,5.9512458786,1.65807988528,0.577136588776,1.56338624919,0.815910814341,1.15721274503,4.34249859958,1.77313034654
1,0,0,0,0,0,0,0,0,1,0,0,4.77225057572,5.48995026441,0.513415141191,6.6713521491,5.02897799026,1.3147104254,1.22640685609,1.04674648854,1.65819052648,1.16332597744,1.14436107537,0.275656004662,1.32162513013,1.1346130403,3.29975062007,1.98970792698,0.59565266909,0.754803366879,0.845810676447,0.301824868781,0.126731935552,1.17763482652,0.343640147683,1.17129051152,1.28332923903,0.699923640092,1.36459129515,0.939480487032,1.05842147321,1.03527001039,1.57479437379,3.55731830349,0.499861571458,1.52855462237,5.14138646664,0.86690165858,2.44086614199,5.13534933265,2.00554836546,0.646588828888,1.60864005029,0.791938161719,0.837836791103,3.73824798166,1.50820612145
1,0,0,0,0,0,0,0,0,0,0,0,6.85932949731,10.2692261113,0.469179328426,6.60049664077,3.0134660956,1.20035207642,1.3435969532,0.990733153741,1.6117226502,1.13005135735,1.03893830901,0.304718427301,1.24805023863,1.06939448608,4.56975889468,2.34821499364,0.57893923581,0.754699040001,0.866612000164,0.337276806042,0.120540832026,1.20498449192,0.343438621229,1.18658299292,1.17304527605,0.675837011371,1.22237572559,1.17336875279,1.05422758926,1.00885358289,1.29195808208,3.52730841963,0.447928768474,1.45678572258,9.06299759013,0.752015767959,2.34486937665,9.79254397721,2.01731487481,0.627035647188,1.42110392281,0.808089192188,1.02482518203,3.84283673007,1.58981689338
1,0,0,0,0,0,0,0,0,0,0,0,3.97390036497,5.26171301604,0.496598617852,4.63573884204,2.81494421348,1.17545826232,1.35139112373,0.930317185973,1.83889837312,1.1927059308,1.03276429063,0.258620658607,1.27023698949,1.07636452201,4.41404606995,2.56364819906,0.535152628625,0.768659994992,0.902326076551,0.351341546097,0.129678143678,1.32336955812,0.333355592651,1.24829610814,1.04740352067,0.732981887187,1.36622613586,1.23625888809,1.02992041777,1.00625380759,1.18656728957,3.52194005066,0.458502597245,1.62628760749,5.26773677615,0.846750625337,2.89880921032,6.27481715505,2.51109872907,0.586796593231,1.54247163804,0.816467235494,1.06366348118,3.40158885772,1.69708258845
1,0,0,0,0,0,0,0,0,1,0,0,8.18144570023,9.21183227713,0.456304839741,10.8018634121,5.42753672872,1.11930731368,1.08908262362,0.943474729602,1.90831344614,1.22826777364,1.07873024983,0.263790621135,1.24412766748,1.0702997269,3.46239873635,1.77466084978,0.508877865642,0.736925533818,0.743384554182,0.239086516894,0.119069880943,1.20789309053,0.356854855047,1.08058661119,1.03149947057,0.671197506249,1.28276691075,0.872175639604,1.04868215058,1.05054546363,0.797365367207,3.59199636658,0.374262192315,1.29553462737,8.28791787109,0.72664380642,2.46961906894,6.26071776577,1.81296331632,0.621645663771,1.52883625889,0.748347819611,0.807009659328,4.49834081897,1.60945550179
1,0,0,0,0,0,0,0,0,1,0,0,7.22001485943,9.69136055327,0.482841030047,10.9808930145,5.24077276821,1.08157133648,1.10699160346,0.878965605089,1.6952776843,1.13077036609,1.00464750249,0.269387603846,1.25365106574,1.05685450339,3.34696213443,1.81626316397,0.499663967538,0.640378846854,0.823269800862,0.247213842051,0.122255631684,1.18074095783,0.347676983635,1.12776439289,1.11073517847,0.697889351061,1.24889121519,0.888140657245,0.948350985888,0.980782707208,0.916440509227,3.63698750232,0.452389591738,1.31097784365,8.95739006571,0.671427983433,2.29899308761,7.09535405199,1.84102603054,0.560140517683,1.47987937784,0.83228982635,0.894617413431,4.14760173603,1.61163156297
